loan_id,as_of_date,default_flag,annual_income,debt_to_income,loan_amount,interest_rate,term_months,employment_length,credit_history_length,region,fairness_group
ln_53fc2cfc7fbb,2022-12-31,0,38876.02,16.25,7825.86,11.511,60,5-10y,14.86,east,A
ln_c7ce0b18d181,2023-01-31,0,62004.63,7.99,13828.36,3.5,36,5-10y,29.52,south,B
ln_3a7234bb368d,2022-06-30,0,43275.8,20.47,45879.17,11.681,36,5-10y,11.16,south,A
ln_8f97544a4a74,2023-09-30,0,50743.91,31.42,34767.96,14.267,36,5-10y,8.57,north,A
ln_d9c3f687e7c8,2023-02-28,0,43351.19,25.44,13141.32,11.555,36,10y+,18.53,south,A
ln_e79c87b83d41,2023-12-31,0,56514.75,26.63,14502.35,14.604,36,5-10y,12.53,east,A
ln_320da07f4b5a,2023-06-30,0,93812.2,21.65,4501.66,10.014,36,1-3y,7.9,east,A
ln_716d9576df8e,2022-02-28,0,85675.61,20.2,7115.17,10.88,36,3-5y,9.21,east,A
ln_5780e1fea331,2023-07-31,0,150299.95,8.78,22084.05,4.802,36,1-3y,15.63,east,B
ln_f77c07159aca,2023-02-28,0,40880.21,16.48,8592.36,11.331,36,5-10y,14.83,east,A
ln_089204906466,2023-08-31,0,172175.69,23.8,10791.16,10.646,36,1-3y,14.29,west,B
ln_c7539e35e12e,2022-01-31,0,44326.28,34.95,8577.63,14.249,36,1-3y,19.03,north,A
ln_dd73f4451bfb,2023-02-28,0,75245.58,19.09,15732.62,12.97,36,3-5y,8.52,north,A
ln_ac464a87ce38,2023-04-30,0,57171.53,3.97,14528.97,8.216,60,5-10y,10.98,east,A
ln_beff77037052,2023-07-31,0,18864.84,10.2,14680.02,5.872,36,3-5y,7.65,north,A
ln_617fb58e63e2,2022-04-30,0,70440.59,17.75,32313.06,4.713,36,1-3y,16.62,west,A
ln_8437482cdcb3,2022-12-31,0,26234.74,22.0,14577.9,14.277,60,3-5y,10.45,west,B
ln_d03366fb7ab5,2023-03-31,0,52470.91,22.37,9501.96,10.333,36,1-3y,7.22,east,A
ln_7987957fb3b9,2023-01-31,0,36947.27,23.91,16168.36,11.752,36,10y+,13.06,south,B
ln_ddeb780665e1,2023-08-31,0,24660.92,11.2,6229.8,11.247,36,3-5y,10.99,north,B
ln_1a48b60b585b,2022-11-30,0,65552.81,25.97,7787.51,13.894,36,<1y,11.68,west,B
ln_55851649ede6,2023-05-31,0,91593.22,28.46,13147.4,16.208,36,3-5y,18.33,east,A
ln_a98257cd29c0,2023-10-31,0,61692.15,17.33,10825.72,8.46,36,1-3y,12.99,north,A
ln_b01cfd394a7d,2022-01-31,0,59245.53,32.47,11253.7,15.131,36,<1y,15.24,north,B
ln_e5bc62277864,2023-05-31,0,66836.74,23.55,13500.57,11.759,36,<1y,6.14,west,B
ln_29d0d611daf3,2022-12-31,0,58892.98,27.14,23475.23,12.045,36,<1y,8.13,east,B
ln_3758ba157a90,2023-06-30,0,28933.4,34.78,19791.15,17.286,60,3-5y,17.38,west,B
ln_a9ee8843ebf2,2023-03-31,0,91003.39,25.45,14786.87,13.252,36,5-10y,14.52,south,A
ln_c6297c8e5554,2022-10-31,0,51123.92,0.88,5632.64,9.731,36,<1y,6.96,south,B
ln_2cd2e8b0a4c1,2022-04-30,0,63765.29,26.42,16848.95,12.247,36,3-5y,10.53,west,B
ln_0a33cbe34986,2022-05-31,0,122230.82,9.34,6170.03,9.967,36,3-5y,14.96,east,A
ln_2bb30a84b8d7,2022-04-30,0,109451.67,26.87,13868.71,15.924,60,1-3y,9.26,west,A
ln_a5177683dac9,2023-03-31,1,39825.4,32.4,10469.96,14.978,36,1-3y,12.09,west,A
ln_62c3bbd50964,2022-05-31,0,17621.63,20.84,10321.38,10.833,60,10y+,18.75,north,B
ln_d86f2b27975f,2022-05-31,0,57113.49,16.62,3600.31,14.699,36,5-10y,14.87,north,A
ln_2fee76fa2449,2023-03-31,0,58100.43,18.4,20960.71,9.925,60,<1y,5.3,east,A
ln_e06a72c627e4,2022-11-30,0,72048.5,18.87,11068.5,13.93,60,<1y,13.39,north,A
ln_1bdb38a2e03c,2023-11-30,0,84152.12,29.51,11066.7,13.833,36,3-5y,14.22,west,B
ln_ad1156b71ceb,2022-12-31,0,55323.43,12.05,5596.98,9.285,36,3-5y,10.17,south,B
ln_1064eddf45f8,2023-04-30,0,89129.08,21.85,5387.53,13.533,36,<1y,21.1,south,A
ln_a4d60b90e4ca,2023-12-31,0,70641.55,20.6,21551.44,10.661,36,5-10y,14.23,west,A
ln_e8e8f982afea,2022-06-30,0,42810.37,16.55,8658.48,10.202,36,10y+,11.64,west,A
ln_e563150861c9,2023-08-31,0,84747.27,26.14,9386.03,11.192,36,10y+,14.62,north,A
ln_bf7695c8f78e,2022-03-31,0,74901.65,30.76,37495.34,13.326,36,<1y,9.12,north,A
ln_b077b79102fb,2023-04-30,0,65770.3,14.72,11611.46,11.792,36,10y+,13.39,east,A
ln_c71ae4f5fcb6,2023-12-31,0,43712.19,32.24,41198.1,11.821,36,10y+,14.84,east,B
ln_ccdf2ca41819,2023-02-28,0,39402.42,19.97,14972.51,12.645,36,10y+,15.35,south,A
ln_353441599695,2023-11-30,0,33042.66,22.74,23156.72,13.882,60,<1y,9.65,west,B
ln_562ed32c9722,2023-02-28,0,63051.78,32.05,45566.52,15.144,60,10y+,19.76,north,A
ln_01d4e2141737,2022-10-31,1,98212.36,24.81,17961.97,13.513,36,1-3y,17.76,north,B
ln_f65e68be10cb,2022-03-31,0,38865.56,10.3,18858.7,8.186,60,<1y,7.81,east,A
ln_3318cb11b2c1,2022-10-31,0,41983.92,16.67,38456.18,8.603,36,1-3y,14.24,east,A
ln_7e3efb63184b,2023-07-31,0,70234.97,22.12,25114.08,8.94,36,<1y,11.64,east,A
ln_27ce247e2dbc,2023-02-28,0,94810.66,26.6,38132.51,15.131,60,1-3y,9.49,east,A
ln_d1bcc69c26b6,2023-06-30,1,38632.61,33.6,6133.6,20.09,60,1-3y,5.44,west,A
ln_0afcddb069d6,2022-07-31,0,99068.35,23.42,4760.57,14.141,36,1-3y,18.41,west,B
ln_db58ae043ec8,2023-12-31,1,52184.52,22.57,69201.11,12.914,36,1-3y,7.7,north,A
ln_24d90f1658e5,2023-10-31,0,72150.31,21.48,6055.25,12.654,36,5-10y,11.7,east,A
ln_9951eb0576e5,2023-03-31,0,32578.96,25.37,13994.12,14.61,36,1-3y,9.47,south,B
ln_a8bf9ecd738a,2023-06-30,0,93602.14,20.49,32763.79,9.913,36,<1y,13.36,east,B
ln_603a96d6eab6,2022-12-31,0,23186.76,26.1,18607.14,10.377,36,10y+,13.96,north,B
ln_c7593ad619ec,2023-07-31,0,75503.73,26.42,27337.68,14.523,36,1-3y,10.62,west,B
ln_4f11349fa463,2023-10-31,0,51242.95,22.23,6034.05,11.589,36,1-3y,9.26,north,B
ln_908869e4d829,2022-02-28,0,46418.42,18.62,5755.71,14.779,36,10y+,14.08,north,B
ln_c0de96729e9d,2022-02-28,1,33201.07,30.66,17446.2,12.706,36,1-3y,11.82,north,A
ln_8baa0937deb3,2023-08-31,0,99675.05,18.18,12700.24,12.758,36,1-3y,8.8,east,B
ln_3fb64f5e03ea,2023-10-31,0,61529.41,30.89,30314.02,14.274,60,10y+,9.69,east,A
ln_266d617c9e3f,2022-02-28,0,49545.06,26.95,15882.32,11.471,60,10y+,13.15,north,A
ln_fb1dbeeed5f5,2023-09-30,0,41664.04,27.67,13867.09,12.142,60,10y+,12.07,north,A
ln_c4bf622cfe29,2022-01-31,0,103105.92,26.04,15720.71,13.305,36,1-3y,11.37,west,A
ln_a91f87903f46,2022-07-31,0,127042.96,22.03,8213.81,11.328,36,5-10y,14.87,north,B
ln_9649a950f288,2022-04-30,0,57159.73,15.37,27999.27,10.575,60,10y+,14.27,east,B
ln_eca31f6bb097,2023-03-31,0,83221.5,33.51,13206.39,13.546,36,10y+,22.7,east,B
ln_05e349dcdab0,2023-09-30,0,34879.24,26.06,3848.94,12.64,36,5-10y,14.74,west,B
ln_82bf3bc0037a,2022-06-30,1,43028.79,25.09,12530.25,13.599,36,1-3y,12.53,south,B
ln_4d36e8cd9479,2023-09-30,0,120201.48,32.01,22520.1,16.327,36,1-3y,8.77,north,A
ln_a0305faab084,2023-02-28,0,147129.3,23.3,35728.25,8.274,36,3-5y,11.49,west,B
ln_079952000423,2022-04-30,0,39203.48,18.05,11261.83,12.035,36,1-3y,10.44,south,A
ln_86ee22de3ab0,2022-03-31,0,52947.24,14.62,18124.6,12.35,36,1-3y,12.66,south,B
ln_3b331d7ad8a5,2022-01-31,0,75694.69,25.78,26279.8,12.069,36,<1y,9.62,west,A
ln_d51c92cce5b5,2023-04-30,1,67188.25,23.33,27131.63,12.006,60,1-3y,9.91,east,A
ln_21cde4fc6c61,2023-03-31,1,32778.33,17.34,14329.26,11.639,36,<1y,6.34,north,B
ln_b200fa67f1bf,2022-09-30,0,58254.1,31.61,10996.27,15.031,60,3-5y,10.32,west,A
ln_c8e9d340d3e5,2022-09-30,1,70159.82,42.82,24536.67,16.069,36,1-3y,32.69,west,A
ln_8f3153f7cca5,2023-09-30,0,148701.01,7.64,22146.25,7.332,36,10y+,11.41,east,A
ln_772c67474066,2022-02-28,0,71777.24,12.06,13482.75,11.713,60,3-5y,11.1,north,B
ln_cd7c7ff8955a,2023-07-31,0,41129.21,24.67,5099.16,11.946,36,<1y,8.28,east,A
ln_336b19227745,2023-01-31,0,99121.77,9.03,13514.92,11.834,60,3-5y,12.92,west,B
ln_a6ae805ff7e1,2022-07-31,0,121279.87,20.99,54913.29,12.117,36,3-5y,10.31,east,A
ln_550e5c2ad5b6,2023-07-31,0,46753.79,43.45,9368.74,19.161,36,5-10y,11.65,north,A
ln_0034f3bb06d6,2023-11-30,0,63845.85,18.18,14702.29,12.851,36,10y+,13.7,east,B
ln_dfdf4e561605,2022-01-31,0,68240.78,22.51,8684.34,13.098,60,1-3y,11.81,south,A
ln_4568fb916bf4,2022-12-31,0,50755.12,22.4,4661.41,10.174,36,5-10y,11.21,west,A
ln_fd844334b632,2023-08-31,0,55724.74,26.9,11721.33,14.988,36,3-5y,9.37,east,A
ln_9ad19c31d424,2022-09-30,0,48833.66,15.89,14474.94,8.816,36,1-3y,11.4,north,A
ln_790b7a4fd962,2023-01-31,0,51452.01,23.03,30899.32,17.374,60,<1y,13.39,east,A
ln_3f1d2bae33b3,2022-08-31,0,146698.53,0.54,9096.77,6.541,36,1-3y,9.83,north,B
ln_eff2b74a6b7e,2023-06-30,0,94243.07,26.81,7976.16,11.941,36,10y+,14.51,east,A
ln_efec86214048,2023-11-30,0,107295.44,13.28,8241.4,9.469,36,10y+,8.04,south,A
ln_f14b725e7922,2022-05-31,0,61093.32,15.47,15333.23,8.946,36,10y+,22.89,south,B
ln_079033a4b5cc,2022-02-28,0,39029.29,35.05,5595.28,15.836,36,1-3y,16.01,west,A
ln_c4725d1bda26,2023-05-31,0,40844.62,20.42,12393.09,14.301,60,<1y,5.92,north,B
ln_9f44d50fd67a,2023-02-28,0,51283.78,21.36,9459.25,11.896,60,5-10y,9.13,west,B
ln_e1bd05a9435a,2022-08-31,0,52816.78,20.35,22332.73,11.159,36,1-3y,11.66,north,A
ln_7b9be23bb263,2022-07-31,0,98592.24,25.99,11694.79,12.656,60,1-3y,11.72,west,A
ln_383aa63c38aa,2023-02-28,1,33682.95,17.12,12007.22,9.133,36,3-5y,12.81,south,B
ln_7aa574b48509,2023-11-30,0,45091.26,26.83,4372.17,13.095,36,5-10y,13.69,east,A
ln_a7e9a86fc3d1,2023-01-31,0,39474.56,22.5,37110.63,10.595,60,1-3y,25.48,west,A
ln_80e689313c37,2023-06-30,0,84043.16,32.03,11155.8,13.329,36,3-5y,8.49,south,A
ln_0ececd37b093,2023-06-30,0,94690.5,13.2,28776.94,7.413,36,1-3y,10.14,east,A
ln_881a41e2b61b,2023-04-30,0,40158.19,5.33,26422.59,6.381,60,3-5y,10.8,west,A
ln_faceddf76ed0,2023-06-30,0,164674.59,23.8,16010.41,11.695,36,1-3y,9.06,north,B
ln_2c11630af485,2022-08-31,0,104403.91,18.05,10921.41,8.724,60,1-3y,9.78,west,A
ln_90e9923695cb,2022-05-31,0,73415.39,24.73,18475.49,10.411,36,10y+,20.33,south,A
ln_30c6228a25df,2023-10-31,0,35658.61,30.73,13150.28,16.385,36,10y+,23.27,east,A
ln_051d81966e96,2023-05-31,0,58194.93,24.56,18930.18,11.763,36,<1y,11.12,east,B
ln_62a9449308aa,2023-08-31,0,81783.79,18.59,30087.68,11.996,36,5-10y,14.7,south,B
ln_d3919cc302e0,2023-11-30,0,93150.59,21.18,12800.39,12.2,36,1-3y,14.15,west,A
ln_6e587095eb60,2023-08-31,0,183467.76,0.8,37807.18,5.689,60,3-5y,8.15,south,A
ln_fa08df73e3df,2022-08-31,0,49806.24,23.79,24985.8,8.081,36,3-5y,19.01,east,A
ln_2163a362d0d5,2023-03-31,1,31790.9,29.95,12788.99,13.193,60,3-5y,8.2,east,B
ln_7f05dfe7d29a,2022-11-30,0,35390.28,22.61,10343.54,10.694,60,5-10y,18.26,east,B
ln_3ae7e28ef08b,2023-09-30,0,70932.92,21.0,13121.16,13.377,36,1-3y,8.01,south,A
ln_cd73e357765f,2023-01-31,0,73164.38,36.79,2972.64,18.84,60,3-5y,7.47,east,B
ln_47dca98aa3f9,2023-09-30,1,54375.85,27.65,26740.52,17.781,60,<1y,6.88,east,A
ln_624f4ed64724,2023-12-31,0,54309.56,9.7,4702.94,10.592,60,10y+,16.87,south,B
ln_62c11fa8e994,2023-12-31,0,23392.82,14.82,10159.78,9.861,36,1-3y,13.58,west,A
ln_c783142fd09a,2022-01-31,0,46705.16,22.91,7541.79,12.881,36,5-10y,8.16,north,B
ln_cd18fd6f58ba,2022-09-30,0,37376.48,26.59,2045.88,12.205,36,3-5y,9.03,north,B
ln_9a76cd5bedcb,2022-11-30,0,84657.86,26.86,6077.92,16.584,36,10y+,10.37,north,A
