loan_id,as_of_date,default_flag,annual_income,debt_to_income,loan_amount,interest_rate,term_months,employment_length,credit_history_length,region,fairness_group
ln_f2ef9529de4d,2024-03-31,0,43776.56,18.94,10062.74,8.63,36,10y+,13.83,north,A
ln_6eb9936dc980,2024-03-31,0,47784.78,15.7,15857.56,11.86,36,5-10y,14.37,north,A
ln_a6f6c1f9b064,2024-03-31,0,74574.37,29.63,13410.2,14.795,36,5-10y,18.53,north,A
ln_79dbef15fca1,2024-03-31,0,43371.09,16.73,7946.87,12.019,36,3-5y,10.81,north,A
ln_bcd9958ebd4d,2024-03-31,0,81868.35,13.33,4008.35,10.789,36,5-10y,13.14,east,A
ln_ce0c2e41cb87,2024-03-31,0,33757.25,4.96,11786.41,8.016,36,3-5y,12.97,north,B
ln_7d3f794b2e56,2024-03-31,0,64610.35,25.04,9203.66,16.317,60,1-3y,10.62,east,B
ln_4df4b5b0c834,2024-03-31,0,81310.72,27.49,24498.82,12.64,36,1-3y,4.72,south,B
ln_2b58a9515118,2024-03-31,0,93832.42,16.51,10201.88,9.932,36,3-5y,20.9,west,A
ln_09a82fb88576,2024-03-31,1,56346.18,24.61,16764.1,11.436,36,10y+,13.24,north,B
ln_e122af86bb49,2024-03-31,0,64953.45,16.17,10669.76,10.711,36,<1y,6.9,south,B
ln_634c8ba9988b,2024-03-31,0,59483.21,9.39,7576.57,9.581,60,<1y,12.15,east,A
ln_959a78ca2d21,2024-03-31,1,46403.42,38.74,9614.46,20.26,36,<1y,6.74,south,A
ln_e7f7a7ffbb32,2024-03-31,0,36727.53,14.54,8192.94,9.066,60,1-3y,14.13,south,B
ln_cef4d5890108,2024-03-31,0,29093.69,32.14,17018.8,16.255,36,3-5y,6.49,north,A
ln_614923e2278c,2024-03-31,0,53495.82,27.76,44822.36,14.101,36,1-3y,11.0,south,A
ln_73e17202728b,2024-03-31,0,85150.78,16.28,7785.36,10.212,36,1-3y,11.25,south,A
ln_e2a1ca1f3334,2024-03-31,0,47738.3,25.87,5624.66,12.36,60,10y+,16.13,south,A
ln_fcb647ec39d3,2024-03-31,0,53426.99,24.13,7792.21,18.596,60,1-3y,12.71,west,A
ln_6864b16d2516,2024-03-31,0,40613.93,29.91,55572.09,15.77,36,5-10y,11.65,east,A
ln_aaa0c2d40344,2024-03-31,0,94199.6,20.83,6570.02,14.905,36,5-10y,10.31,west,A
ln_60583fd2f870,2024-03-31,0,73962.19,21.34,5415.24,11.176,36,3-5y,15.26,east,A
ln_6b0ab63d4f2f,2024-03-31,0,17915.77,28.87,14621.98,11.89,36,<1y,8.46,east,B
ln_8fd351c5f344,2024-03-31,0,104267.36,16.2,13011.74,10.375,60,1-3y,14.68,west,A
ln_8cc00322fbe0,2024-03-31,0,99735.65,21.59,29129.85,9.012,36,5-10y,12.11,south,A
ln_237d53e9bd09,2024-03-31,0,63586.4,31.17,6859.8,15.712,36,3-5y,14.88,east,B
ln_7d79f6c0a9cc,2024-03-31,0,37623.32,16.12,17709.89,8.971,36,10y+,13.23,north,A
ln_a3e186d04f46,2024-03-31,0,59255.75,18.98,37288.73,10.606,36,1-3y,12.27,west,A
ln_5784ba3636c1,2024-03-31,0,41615.63,20.44,11219.0,8.224,36,<1y,6.95,north,A
ln_f3d230e6bcfa,2024-03-31,0,21130.46,17.03,12567.45,11.416,60,<1y,10.5,south,A
ln_845411079427,2024-03-31,1,31479.1,16.18,9211.39,9.108,60,3-5y,12.58,north,A
ln_59f4d193b9e6,2024-03-31,0,74021.02,29.74,9038.61,18.393,36,1-3y,10.47,north,A
ln_7743b502c513,2024-03-31,0,96361.23,11.85,15120.52,12.054,60,<1y,6.28,north,A
ln_3acbf718782e,2024-03-31,0,69897.3,9.31,10592.79,11.373,60,3-5y,11.66,east,A
ln_bc3ef2bf580b,2024-03-31,0,33760.05,21.53,10937.41,13.696,60,1-3y,14.47,east,A
ln_2bddf11ab3cc,2024-03-31,0,78948.19,18.62,9582.16,9.866,60,5-10y,15.03,east,A
ln_c5baf186a86a,2024-03-31,0,31174.67,14.8,20160.74,10.35,36,5-10y,15.09,west,B
ln_4a048226ff5b,2024-03-31,0,52645.58,20.25,47711.41,10.03,36,<1y,12.06,east,B
ln_91f1e64c8cae,2024-03-31,0,64374.99,26.6,21571.86,14.316,36,3-5y,8.39,west,A
ln_a133f5674d11,2024-03-31,0,74208.14,23.03,12199.9,16.623,36,3-5y,9.18,west,B
ln_8e8be1e2d089,2024-03-31,0,70593.64,17.22,29873.42,9.363,36,1-3y,12.29,north,A
ln_02ae35c02551,2024-03-31,0,38275.01,25.61,43168.59,13.687,60,3-5y,10.96,north,B
ln_fa8a22a866f2,2024-03-31,0,30210.49,19.49,6987.93,9.367,36,5-10y,15.63,west,B
ln_d30a33d0a33d,2024-03-31,0,62849.91,29.06,30404.47,13.741,60,1-3y,10.34,north,A
ln_137ad01aa830,2024-03-31,0,41379.88,25.2,24642.58,10.249,36,1-3y,14.45,west,A
ln_ac9e2f1fa29a,2024-03-31,0,122968.2,6.97,5511.53,8.031,36,<1y,11.14,east,A
ln_a4c6dfc8cf3e,2024-03-31,1,81246.23,19.31,13687.48,12.989,60,<1y,7.66,west,A
ln_97e9789482eb,2024-03-31,0,54198.63,19.58,9251.17,12.698,36,<1y,6.06,north,B
ln_8a7ba1c45b6f,2024-03-31,0,119015.76,16.93,13020.8,9.837,60,3-5y,15.74,west,B
ln_8b5716382aa2,2024-03-31,0,73418.0,27.61,14674.34,15.171,36,10y+,16.06,west,A
ln_f39cbd85913b,2024-03-31,0,111669.55,22.3,8710.48,9.105,36,10y+,10.7,south,A
ln_f8723b367cc8,2024-03-31,0,214425.38,23.91,8440.89,9.87,36,10y+,28.45,south,A
ln_044f77f1d9da,2024-03-31,0,108400.68,24.06,7793.49,12.755,36,<1y,7.04,west,B
ln_b6f0663fde87,2024-03-31,0,72114.47,20.07,6092.78,9.781,36,3-5y,15.4,north,B
ln_f2e78d489ff5,2024-03-31,1,62647.24,27.49,42912.0,14.43,36,3-5y,13.37,west,A
ln_eaa351692625,2024-03-31,0,90772.8,19.89,29815.55,10.401,36,10y+,14.99,south,A
ln_8fc0369b9a7c,2024-03-31,0,30564.2,25.47,29972.54,11.739,36,10y+,15.26,south,A
ln_82310d4c1858,2024-03-31,0,44991.91,22.75,20293.08,14.452,36,1-3y,14.53,north,B
ln_66820eb4c837,2024-03-31,0,164549.09,18.67,18852.06,11.296,60,10y+,18.13,south,A
ln_c0abca505008,2024-03-31,0,41747.31,13.88,13833.79,9.06,36,3-5y,16.36,east,A
ln_03bd781a9f37,2024-03-31,0,88220.01,40.09,9722.51,18.226,60,5-10y,22.38,north,A
ln_bad1862f7282,2024-03-31,0,28760.33,5.26,18064.6,9.066,36,1-3y,12.58,south,B
ln_411eb51acacd,2024-03-31,0,50259.85,5.8,30098.5,10.325,60,3-5y,16.63,west,B
ln_88310ec05a2e,2024-03-31,0,71549.21,15.7,12654.58,7.402,36,10y+,19.71,south,B
ln_3140fe20bdc4,2024-03-31,0,49456.74,32.95,24732.42,12.714,36,1-3y,17.61,east,A
ln_7a7f86daa1c3,2024-03-31,0,74544.33,27.76,6370.62,14.826,60,1-3y,19.17,north,A
ln_1894b1d49bf6,2024-03-31,0,35093.0,26.7,10945.58,12.329,60,<1y,16.39,east,A
ln_6fba609189b2,2024-03-31,0,56226.02,20.88,21625.09,14.933,60,3-5y,12.25,west,A
ln_ea1182f5e93a,2024-03-31,0,107618.25,23.04,51033.56,9.501,36,10y+,18.66,east,A
ln_315b9203e724,2024-03-31,0,81620.94,21.32,17783.07,14.073,36,5-10y,20.35,east,A
ln_a55edb3e88fa,2024-03-31,1,50844.65,38.02,8596.93,21.022,36,<1y,14.5,east,A
ln_51f8b7b00510,2024-03-31,0,76877.99,22.58,12993.46,10.769,36,5-10y,15.57,east,A
ln_2f43c18675e3,2024-03-31,0,62378.12,27.83,17566.76,12.577,60,10y+,12.82,south,A
ln_aa2f7927c360,2024-03-31,0,52491.07,26.01,79028.05,15.198,36,1-3y,16.6,east,B
ln_e9bb2ee99563,2024-03-31,0,54957.56,9.37,7921.47,8.51,60,<1y,16.56,south,A
ln_33f06adf442f,2024-03-31,0,44644.63,4.26,3785.45,6.115,36,3-5y,12.98,south,B
ln_7a606b358d86,2024-03-31,1,76424.22,33.99,14867.23,15.832,36,1-3y,6.42,west,B
ln_15b92fe930d3,2024-03-31,0,88930.04,17.01,13229.32,14.445,60,<1y,14.15,north,B
ln_08ba5198e6bd,2024-03-31,0,31350.36,16.53,21224.21,13.012,60,<1y,13.22,south,A
ln_099fa7a772a3,2024-03-31,0,127039.96,8.15,9025.05,7.844,36,<1y,7.05,south,A
ln_10fbb40a398e,2024-03-31,0,55386.53,28.25,12777.58,18.064,36,5-10y,11.88,west,A
ln_53cacb409e5d,2024-03-31,0,43356.39,3.89,9176.74,7.271,36,3-5y,6.25,east,A
ln_489c6388e7bf,2024-03-31,1,52104.08,26.72,8922.83,14.086,36,1-3y,11.66,south,A
ln_f00492b1e228,2024-03-31,0,50690.03,34.78,11397.81,15.532,36,10y+,17.65,north,B
ln_93709e8ad59c,2024-03-31,0,70123.86,28.25,21195.1,14.265,36,3-5y,9.91,north,B
ln_35991473a8c7,2024-03-31,0,55465.12,21.53,10069.82,14.515,60,3-5y,18.25,south,A
ln_750c45be0a18,2024-03-31,0,35076.38,34.68,14813.91,15.847,36,5-10y,18.06,south,B
ln_460203657b9e,2024-03-31,0,29298.54,14.48,27096.91,12.303,60,5-10y,13.95,east,A
ln_7e6b87c68f43,2024-03-31,1,74811.44,40.22,14332.0,15.987,60,3-5y,17.34,east,B
ln_cf84f82419c8,2024-03-31,0,53086.12,17.73,7743.27,8.912,36,1-3y,13.1,south,A
ln_6640957c31df,2024-03-31,0,41174.52,25.12,12857.78,9.94,36,3-5y,10.38,east,B
ln_be6d3215a2bf,2024-03-31,0,48835.27,8.5,16343.63,7.753,36,1-3y,10.28,north,A
ln_dfffbb7d8c65,2024-03-31,0,72774.94,16.73,10100.89,13.583,60,5-10y,14.61,west,A
ln_ce2fab13715f,2024-03-31,0,120387.16,24.31,19689.84,12.573,36,1-3y,10.25,west,B
ln_ed575f7330f0,2024-03-31,0,44316.41,23.04,12057.88,10.458,36,1-3y,22.76,west,B
ln_49742d113f9d,2024-03-31,0,61123.75,12.79,31315.19,5.558,36,3-5y,16.69,east,A
ln_07073825c811,2024-03-31,0,80840.62,12.29,8928.17,7.085,36,10y+,9.45,north,A
ln_770e0794718d,2024-03-31,0,83678.08,23.91,23711.99,14.61,36,3-5y,13.91,south,B
ln_d207c70563ea,2024-03-31,1,70852.22,35.32,8471.63,15.422,36,3-5y,10.73,west,A
ln_2bea25864b32,2024-03-31,1,30620.31,30.2,46315.64,13.727,36,1-3y,6.93,east,B
ln_da40eb507e2d,2024-03-31,0,45312.03,21.37,26721.39,10.611,36,10y+,13.95,north,A
ln_3c56d6cc1a30,2024-03-31,0,38280.35,13.89,12087.55,11.579,60,<1y,13.29,west,A
ln_ff652260573b,2024-03-31,0,59520.79,4.01,9697.61,3.945,60,5-10y,24.37,east,A
ln_0c6a52443276,2024-03-31,0,56424.06,21.63,18151.14,13.336,60,3-5y,8.88,east,A
ln_76fa3ce01198,2024-03-31,0,49388.48,23.55,17025.61,12.523,36,5-10y,12.5,east,A
ln_fba1844deb19,2024-03-31,0,70493.96,10.14,15991.2,11.412,60,1-3y,6.96,west,B
ln_b357294d654a,2024-03-31,0,68582.78,28.56,10180.44,13.498,60,1-3y,8.94,north,A
ln_7c1a313e8426,2024-03-31,0,77677.13,28.78,11296.76,15.461,36,5-10y,11.08,south,A
ln_e21a9f6f9a78,2024-03-31,0,75182.97,19.76,13597.35,13.304,36,5-10y,17.87,east,A
ln_8acee0b53e5c,2024-03-31,0,46369.28,23.24,12950.48,13.801,36,1-3y,12.9,west,B
ln_ddbd48fc410e,2024-03-31,0,95923.99,14.39,93542.77,13.101,36,<1y,13.12,north,B
ln_083bd8e20086,2024-03-31,0,48811.4,1.25,10810.46,5.772,36,5-10y,8.29,west,A
ln_65d1ed8402f6,2024-03-31,0,41101.98,8.14,17567.15,13.184,60,5-10y,12.67,east,A
ln_470d41663357,2024-03-31,0,52610.58,16.54,17062.85,10.893,36,10y+,23.74,west,A
ln_d9f82afe4d5b,2024-03-31,0,52486.09,22.91,9183.15,15.038,36,5-10y,9.98,north,B
ln_973fd4c36a3e,2024-03-31,0,51254.44,37.87,14895.4,17.673,36,1-3y,13.04,west,B
ln_5ae322bf38c1,2024-03-31,0,52751.8,21.68,21658.76,7.535,36,1-3y,15.23,west,B
ln_cf2ae218b8d8,2024-03-31,0,110862.35,17.63,15579.19,12.496,36,10y+,14.55,east,A
ln_18be15de6270,2024-03-31,0,55630.87,1.66,24204.66,4.622,36,3-5y,12.82,west,B
ln_f155f87a0d99,2024-03-31,0,82453.97,16.66,23899.19,15.212,36,1-3y,7.25,east,A
ln_f5c20a8ad864,2024-03-31,0,110127.3,7.94,33089.77,8.985,60,10y+,9.95,north,B
ln_96d486b4fcd9,2024-03-31,0,57220.58,21.96,67045.46,9.341,36,1-3y,30.5,north,B
ln_1c2f4e2a48bf,2024-03-31,0,41419.95,30.4,15354.9,15.192,36,1-3y,20.05,west,A
ln_5652a193ffea,2024-03-31,0,31732.5,25.03,11218.38,10.879,36,10y+,14.25,north,B
ln_5301e1b338f4,2024-03-31,0,43993.03,4.06,11639.79,6.011,36,3-5y,15.82,south,B
ln_3fa349f9e3f1,2024-03-31,0,176733.86,17.97,15884.56,9.86,36,5-10y,13.59,east,A
ln_380dffa830a7,2024-03-31,0,39267.4,19.61,9496.93,14.17,36,3-5y,8.57,north,A
ln_6de39690af33,2024-03-31,0,49607.75,1.05,7410.38,3.5,36,5-10y,16.43,west,A
ln_c8ba716ff6c0,2024-03-31,0,96988.28,11.19,8214.99,11.125,36,5-10y,13.38,north,B
ln_6b0c9820a141,2024-03-31,0,65656.59,20.55,11679.2,10.854,36,3-5y,5.58,west,A
ln_45acdc1a3af5,2024-03-31,0,25953.59,30.05,25770.67,14.138,36,1-3y,8.83,south,A
ln_d558bd3c0e48,2024-03-31,0,121524.08,29.09,11005.8,20.623,36,1-3y,18.56,north,A
ln_d2061d85f382,2024-03-31,0,90470.94,25.16,5054.01,11.832,36,5-10y,16.89,east,B
ln_9f761fb8974c,2024-03-31,0,96281.48,10.59,20867.43,8.997,36,5-10y,15.87,north,A
ln_d3632a5cdede,2024-03-31,0,109029.21,16.37,12953.93,11.877,36,1-3y,13.76,north,B
ln_750a37effd9f,2024-03-31,0,132882.59,34.97,11005.39,17.59,36,<1y,10.38,east,A
ln_84fe6b4b0116,2024-03-31,0,183574.28,22.13,9449.66,11.918,36,1-3y,14.7,east,B
ln_039b2ca5862b,2024-03-31,0,66281.61,20.59,9519.58,14.239,60,10y+,10.28,east,A
ln_5bf47100559a,2024-03-31,0,77150.61,20.3,13285.98,12.612,36,5-10y,15.12,south,A
ln_4b229bb6e6bc,2024-03-31,1,39410.82,27.48,30213.24,12.418,60,3-5y,11.65,east,A
ln_2b3b8993c17a,2024-03-31,1,74703.62,21.84,9172.31,10.231,36,10y+,18.73,west,A
ln_1eef0b3b7975,2024-03-31,0,49178.27,9.81,12354.64,6.568,36,1-3y,6.82,north,B
ln_0d1085359d24,2024-03-31,0,75311.34,16.57,19612.24,11.05,36,1-3y,17.06,north,A
ln_a4e0676850f1,2024-03-31,0,132632.48,28.21,7874.11,16.181,60,1-3y,7.06,west,A
ln_ed78b8c307e9,2024-03-31,1,71841.25,23.88,8450.96,15.295,36,<1y,11.27,east,B
ln_2e10395bad19,2024-03-31,1,66309.73,14.32,9345.93,8.143,60,3-5y,10.38,west,A
ln_938d4e988ec4,2024-03-31,0,37884.88,35.67,7785.72,14.353,60,5-10y,11.34,south,B
ln_56e12d64c411,2024-03-31,1,53207.87,36.38,22478.34,16.049,36,5-10y,12.11,west,A
ln_d7806b64cb3a,2024-03-31,0,94721.75,13.98,35937.81,9.189,36,1-3y,16.67,north,B
ln_e6616f73372c,2024-03-31,0,71096.72,26.88,18306.79,13.271,36,<1y,9.94,north,A
ln_fed44520ddf6,2024-03-31,0,62414.51,22.83,25054.49,16.424,36,5-10y,12.56,south,A
ln_c0df91c0f578,2024-03-31,0,38376.24,17.16,7197.07,12.111,36,1-3y,13.98,west,B
ln_a598673c6de5,2024-03-31,0,48262.09,24.57,3653.77,14.909,36,1-3y,10.42,south,A
ln_b71d78ea4870,2024-03-31,0,117755.09,21.83,17927.99,13.54,60,1-3y,10.02,south,B
ln_9a2826c0a891,2024-03-31,0,116277.8,22.23,25196.8,13.157,60,5-10y,21.36,south,B
ln_c60caad31eb8,2024-03-31,0,57595.59,22.57,5837.42,12.671,36,<1y,10.52,south,B
ln_4433839a089f,2024-03-31,0,79496.48,15.39,5211.29,14.08,36,3-5y,10.93,west,A
ln_340dcd5192a9,2024-03-31,0,59794.24,8.7,12768.74,7.521,36,3-5y,12.5,east,A
ln_4a78b6c7af2f,2024-03-31,0,45210.19,26.76,10529.02,16.758,36,1-3y,10.97,south,B
ln_32365cc1ae61,2024-03-31,1,77840.89,30.28,52775.68,14.277,36,1-3y,12.84,west,A
ln_8011eddf9857,2024-03-31,0,52939.39,20.19,11775.46,12.468,60,5-10y,18.0,east,A
ln_1b6f2c420798,2024-03-31,0,47379.53,4.31,8947.23,4.228,36,1-3y,17.82,north,A
ln_688011fe5841,2024-03-31,0,66413.13,21.37,10834.87,12.502,60,10y+,11.45,north,A
ln_260bd31feba2,2024-03-31,0,105681.9,19.39,21004.16,11.371,36,5-10y,23.04,west,A
ln_83c49aca86e8,2024-03-31,0,88886.26,20.57,19834.33,17.29,60,5-10y,14.32,west,A
ln_cdd41abd3316,2024-03-31,0,71345.51,17.1,15877.66,7.341,36,3-5y,14.05,north,B
ln_e3ec1511f79a,2024-03-31,0,78778.6,12.81,7832.65,9.435,60,3-5y,6.89,north,A
ln_44359804e5fd,2024-03-31,0,27830.85,13.51,33881.3,5.196,36,1-3y,8.23,east,B
ln_a7ed78fdba0c,2024-03-31,0,68188.37,10.57,15270.84,12.355,36,1-3y,5.39,west,A
ln_0dfb3cf385b1,2024-03-31,0,35756.25,23.41,8981.39,11.673,36,10y+,17.64,south,B
ln_4caf6d24a3ba,2024-03-31,0,148621.01,20.7,12170.7,12.86,36,1-3y,12.66,south,A
ln_97139fdd7994,2024-03-31,0,142692.93,28.13,17661.13,12.833,36,3-5y,8.54,south,A
ln_22fdcd483938,2024-03-31,0,22390.62,20.82,18739.65,12.345,36,3-5y,14.88,west,A
ln_3efc31ef7d08,2024-03-31,1,57738.23,23.29,21699.71,17.152,36,1-3y,12.1,west,B
ln_289bde1d3090,2024-03-31,0,94546.76,25.11,13689.87,16.163,36,<1y,11.0,south,B
ln_f641e446bc88,2024-03-31,1,78323.33,29.88,14993.22,13.208,36,3-5y,16.76,south,A
ln_a64501cc665f,2024-03-31,0,24097.87,20.23,7742.52,11.633,36,10y+,11.61,north,B
ln_23b534b6f7f9,2024-03-31,0,69108.26,24.55,16927.07,14.017,36,10y+,12.05,west,A
ln_bf4fec6a5a57,2024-03-31,0,58425.71,9.78,25705.03,13.21,36,3-5y,10.06,east,B
ln_10eecbb63f96,2024-03-31,0,47251.21,16.19,40708.05,12.264,60,1-3y,13.1,north,A
ln_b35d260ab733,2024-03-31,0,29299.06,19.45,9520.54,5.665,36,1-3y,16.08,east,A
ln_528a12f97a75,2024-03-31,0,75926.32,11.86,12262.23,5.296,36,5-10y,32.73,north,A
ln_60415794bf39,2024-03-31,0,112603.95,10.03,12131.1,6.103,36,5-10y,10.01,east,A
ln_7fa9dfb41ed8,2024-03-31,0,121280.73,17.38,4912.63,9.695,36,1-3y,8.85,west,B
ln_4eb70d39679d,2024-03-31,0,101395.92,29.33,19536.95,15.71,60,1-3y,13.42,south,B
ln_64ef3b163cc6,2024-03-31,0,170138.34,23.07,16034.56,12.76,36,<1y,5.83,south,A
ln_6a0cea13e7ac,2024-03-31,0,78070.54,17.4,28559.03,7.019,36,1-3y,12.74,west,B
ln_04870f197c0f,2024-03-31,0,56638.39,25.51,21523.82,15.418,60,1-3y,15.93,south,B
ln_472e7cee0488,2024-03-31,0,44803.74,26.67,10400.72,12.731,36,10y+,17.5,north,A
ln_ea650bf4442e,2024-03-31,0,50649.33,26.62,39329.49,13.994,36,3-5y,7.82,east,A
ln_c76b5a56916c,2024-03-31,0,49045.15,15.49,12226.12,9.635,36,5-10y,6.44,north,B
ln_730b256f2be7,2024-03-31,0,43802.12,19.87,40906.7,9.883,36,1-3y,14.61,east,A
ln_c7e80bac202b,2024-03-31,0,68385.28,29.21,17271.34,16.835,60,3-5y,11.23,north,A
ln_7857992388d0,2024-03-31,0,76043.85,5.67,24060.55,6.077,36,1-3y,3.6,south,A
ln_1c36d2ba3055,2024-03-31,0,53954.9,10.49,20642.83,8.284,36,5-10y,18.81,south,A
ln_38bd476441b8,2024-03-31,0,47464.54,24.41,20733.31,10.26,36,<1y,9.08,north,A
ln_505d6e58dbdd,2024-03-31,0,79425.8,29.07,11376.53,12.271,36,1-3y,5.78,east,A
ln_0b65cd5ff10e,2024-03-31,0,85345.49,22.35,19891.18,10.862,36,5-10y,5.85,north,B
ln_411884371c18,2024-03-31,0,61245.72,33.11,22971.41,15.06,36,3-5y,10.16,north,A
ln_d3f02c7549d5,2024-03-31,0,45494.3,6.32,32464.69,4.337,36,<1y,20.56,north,A
