loan_id,as_of_date,default_flag,annual_income,debt_to_income,loan_amount,interest_rate,term_months,employment_length,credit_history_length,region,fairness_group
ln_070447fba50e,2024-06-30,1,34202.25,22.95,11968.51,12.549,36,10y+,10.27,north,B
ln_4b90a1c0dbd7,2024-06-30,0,25119.79,18.85,33556.18,11.566,36,3-5y,10.43,south,A
ln_0a9a1d3f6b58,2024-06-30,1,70093.87,27.85,14190.76,15.917,36,10y+,12.21,east,A
ln_813170a090c5,2024-06-30,0,88791.27,21.4,13208.97,10.489,60,10y+,20.87,north,A
ln_b2aa58c724a7,2024-06-30,0,31154.11,32.77,7781.58,14.151,36,10y+,15.02,south,A
ln_76b2ad79b9c4,2024-06-30,0,58771.14,25.37,10260.01,11.334,36,10y+,16.35,north,A
ln_7879af668e72,2024-06-30,1,37330.54,36.56,5982.99,19.999,36,3-5y,10.38,south,B
ln_f8f5f1278f3e,2024-06-30,0,28973.14,37.68,9516.07,16.432,36,3-5y,12.64,west,A
ln_6b3a4e252c2f,2024-06-30,0,167651.85,7.78,7328.2,11.059,60,1-3y,12.84,north,A
ln_6ef8560465bf,2024-06-30,0,77269.99,13.15,5842.18,8.907,60,<1y,10.03,north,A
ln_b6e9f757f22a,2024-06-30,0,33748.47,36.99,20733.22,15.015,36,3-5y,12.71,south,A
ln_4a3ed2093d2d,2024-06-30,0,63549.07,17.76,9286.12,14.053,36,1-3y,13.13,east,B
ln_b88339af2aee,2024-06-30,1,58444.83,25.75,7031.52,12.293,60,1-3y,13.05,south,A
ln_fa071605aff3,2024-06-30,0,64727.98,19.63,29430.5,14.757,60,5-10y,17.09,east,A
ln_ca25d4d7ab81,2024-06-30,0,33912.59,35.19,14303.98,12.779,36,1-3y,13.73,east,A
ln_cf6137aa78ab,2024-06-30,0,48856.38,28.75,16432.59,16.693,60,1-3y,14.36,west,B
ln_038410bf61b5,2024-06-30,0,67688.03,31.45,20126.83,15.236,36,1-3y,9.2,north,A
ln_159d003566a2,2024-06-30,0,45731.44,12.59,9644.41,8.896,60,3-5y,10.87,east,A
ln_ea9820d5000b,2024-06-30,0,56633.47,13.88,7609.31,4.988,36,5-10y,19.43,west,A
ln_84559ad99f88,2024-06-30,0,85715.81,30.19,8344.36,16.508,36,3-5y,12.19,north,A
ln_29bf0b02954b,2024-06-30,0,58310.92,17.91,12046.3,10.944,36,5-10y,20.92,east,A
ln_1e95c1a7132d,2024-06-30,0,31569.28,30.8,15528.13,16.13,60,1-3y,18.93,south,B
ln_381907fa693e,2024-06-30,0,46601.47,28.93,12512.99,14.374,36,3-5y,19.7,north,A
ln_37061fbc03c7,2024-06-30,0,94349.39,18.8,10612.84,7.086,36,1-3y,19.4,north,B
ln_be289307c4c3,2024-06-30,0,110705.85,33.06,16618.83,14.499,36,5-10y,22.9,north,A
ln_aecb726fe8c2,2024-06-30,0,90199.02,20.06,19164.21,8.725,36,3-5y,12.28,south,B
ln_3bdae9390e6f,2024-06-30,0,53316.47,35.55,15046.99,18.642,36,3-5y,17.46,north,B
ln_05b7aaccf05e,2024-06-30,0,54570.03,11.54,7886.21,8.664,60,10y+,19.82,east,A
ln_b6f8e4021228,2024-06-30,1,34442.82,33.64,43757.32,21.109,36,1-3y,8.57,west,A
ln_f08dce7e7be3,2024-06-30,0,84739.56,17.83,21977.82,12.606,60,5-10y,10.74,south,A
ln_cdbee0e81a93,2024-06-30,0,41495.39,32.28,22840.19,16.269,60,<1y,6.7,south,B
ln_cfdbf3699461,2024-06-30,0,35417.8,24.92,14768.27,19.209,36,3-5y,7.32,south,A
ln_e086abeb4a77,2024-06-30,0,84682.52,8.91,20403.8,7.801,36,3-5y,8.53,east,B
ln_ee446cc2409d,2024-06-30,0,52095.43,19.78,28695.81,11.394,36,1-3y,8.87,east,A
ln_672bb07c25c4,2024-06-30,0,57203.8,33.38,27831.3,18.772,60,1-3y,7.16,west,A
ln_7f82778515e5,2024-06-30,0,61172.3,20.74,22806.27,14.49,36,5-10y,9.3,east,B
ln_310c92f5df2a,2024-06-30,0,71985.03,24.66,6949.17,16.291,36,1-3y,5.38,east,B
ln_3506880755d5,2024-06-30,1,45699.27,29.97,7165.14,16.596,36,3-5y,18.36,south,A
ln_9ace9a9abe9b,2024-06-30,0,47148.51,16.5,9904.59,12.319,36,1-3y,13.17,east,A
ln_50756193cf67,2024-06-30,0,55963.13,6.87,18388.86,10.719,36,1-3y,14.7,north,A
ln_209b1dfe6694,2024-06-30,0,30895.13,25.73,12193.36,11.228,60,3-5y,18.24,west,A
ln_b19fe13f3085,2024-06-30,0,60929.85,21.22,42289.86,11.107,36,<1y,13.87,east,A
ln_e9bd3a677f6e,2024-06-30,0,235501.16,19.61,11955.92,12.794,36,1-3y,16.06,west,B
ln_6f9df5764422,2024-06-30,0,51846.93,20.18,16311.86,9.481,36,5-10y,12.17,west,B
ln_5e41f5fc89e8,2024-06-30,0,88440.66,20.97,7135.55,9.28,36,10y+,20.09,east,A
ln_34ba34ff3e28,2024-06-30,0,53638.8,12.6,11004.24,10.59,36,10y+,9.65,north,A
ln_637b2cbe8456,2024-06-30,0,38718.03,22.92,25998.58,10.335,36,1-3y,8.18,east,A
ln_f68af9ab218b,2024-06-30,1,47705.39,27.93,19677.99,12.411,36,<1y,16.78,south,B
ln_e84851eb68e5,2024-06-30,1,42455.16,29.07,4823.31,11.784,60,1-3y,8.55,east,A
ln_66c4786eec19,2024-06-30,0,68685.23,27.6,9206.11,15.015,36,5-10y,10.8,north,A
ln_938dcd3b0f4d,2024-06-30,0,73653.89,30.03,6036.47,13.068,60,10y+,13.53,north,A
ln_c8b2e623cc12,2024-06-30,0,64834.62,34.78,14667.81,18.923,36,3-5y,11.68,south,B
ln_2df81f30ed4a,2024-06-30,0,46497.93,0.5,6873.13,7.271,36,<1y,11.04,east,B
ln_e2e2bc9cced6,2024-06-30,1,54298.2,21.88,11781.33,15.686,60,3-5y,8.43,north,A
ln_9bab459fef6f,2024-06-30,0,38048.55,35.51,16828.41,19.929,36,3-5y,8.49,west,B
ln_6469063d0fda,2024-06-30,0,56555.71,18.03,9193.01,14.809,36,1-3y,13.62,north,A
ln_5f154816e195,2024-06-30,0,38376.81,24.45,11912.88,15.209,36,1-3y,15.37,east,A
ln_bcb8f2035d02,2024-06-30,0,69197.98,2.28,11690.52,5.72,60,1-3y,19.01,south,A
ln_4045864b04d6,2024-06-30,0,104560.86,12.09,14465.37,8.464,36,3-5y,14.59,south,B
ln_d571800db309,2024-06-30,0,43544.61,23.88,17900.05,14.149,60,10y+,17.92,west,B
ln_eeb5bcd4b412,2024-06-30,0,53462.34,16.01,12432.85,11.394,60,3-5y,12.46,north,B
ln_fc786e114cb6,2024-06-30,0,33214.58,21.86,10608.21,11.131,36,5-10y,7.4,south,B
ln_9a5b9b09048d,2024-06-30,0,56439.06,36.87,3279.2,18.281,60,5-10y,30.62,east,B
ln_815ec8d0ba72,2024-06-30,1,36920.12,54.64,8113.82,22.813,36,10y+,21.58,south,A
ln_4484c7d59184,2024-06-30,0,41840.24,24.78,8434.3,13.961,36,1-3y,8.18,east,A
ln_65b61ca2372b,2024-06-30,0,33752.78,13.19,25724.94,10.898,60,3-5y,19.0,north,A
ln_8e4c97096128,2024-06-30,1,76307.0,41.93,20927.42,17.198,36,1-3y,20.58,north,B
ln_e03737060eb5,2024-06-30,0,40339.3,20.35,7101.91,12.545,60,1-3y,9.21,east,A
ln_a18b1acdbe9c,2024-06-30,0,119318.05,17.57,19053.5,11.676,60,1-3y,13.1,south,B
ln_84a8ff8f00bc,2024-06-30,0,134062.46,31.26,29840.17,17.234,36,1-3y,6.93,east,A
ln_a4881b690a78,2024-06-30,1,30075.22,35.85,9650.35,18.211,36,<1y,6.29,east,A
ln_66214107d782,2024-06-30,0,35874.18,10.43,13907.6,10.727,36,3-5y,18.12,east,A
ln_dc67ee03ee88,2024-06-30,0,39095.14,15.14,5786.47,10.538,36,10y+,18.73,east,B
ln_5f5cba5034ed,2024-06-30,0,58089.02,17.22,11675.4,8.969,36,3-5y,9.15,south,A
ln_d8f4fd0cb544,2024-06-30,0,48745.03,17.57,8775.21,16.81,60,5-10y,16.79,north,B
ln_205e4b296ed7,2024-06-30,0,89963.29,21.76,23151.51,12.083,60,<1y,13.69,north,B
ln_c7b4cebc43d7,2024-06-30,0,45863.53,11.99,24138.04,8.837,36,3-5y,12.96,south,A
ln_c05cb1b06833,2024-06-30,0,165540.45,6.82,36122.19,8.341,60,<1y,14.22,south,A
ln_a59a7ad2eccc,2024-06-30,0,34447.01,28.93,5787.42,12.838,36,10y+,12.18,west,A
ln_c1e23cb44e4f,2024-06-30,0,89537.57,10.19,22355.18,8.229,60,<1y,4.92,south,A
ln_0e17f366fef0,2024-06-30,0,23257.89,34.39,8195.55,17.987,36,5-10y,11.16,west,A
ln_6a7f76f46f71,2024-06-30,1,33597.71,25.4,13226.76,14.33,36,1-3y,6.18,east,A
ln_7d7b1238cc62,2024-06-30,0,90581.22,17.98,12475.09,12.035,60,3-5y,12.01,north,B
ln_5723e849e5c1,2024-06-30,1,57455.53,33.11,11094.45,19.448,36,<1y,12.84,west,B
ln_2da5ed857420,2024-06-30,1,99123.39,18.1,33222.85,13.004,60,1-3y,10.67,east,B
ln_a0a788bab069,2024-06-30,0,70704.48,14.65,18538.1,7.375,36,3-5y,11.27,south,B
ln_45c8271abce9,2024-06-30,0,114435.99,25.89,20234.32,13.448,60,10y+,23.07,south,B
ln_e0e7c751c514,2024-06-30,0,47817.9,29.87,8541.6,12.738,36,3-5y,8.16,east,B
ln_f3633b152750,2024-06-30,0,151642.89,30.65,19546.67,19.033,36,3-5y,18.74,west,A
ln_bb1ea9d882bc,2024-06-30,0,39652.22,23.28,16537.34,12.018,36,1-3y,26.16,east,B
ln_eaf817c08fa5,2024-06-30,0,41266.59,27.69,17718.5,9.948,36,<1y,7.77,south,A
ln_1ef949cc4686,2024-06-30,1,79562.47,32.96,11933.79,20.143,36,3-5y,6.83,north,B
ln_749f35c23d16,2024-06-30,0,45318.67,12.16,33389.77,12.283,36,5-10y,16.8,west,B
ln_3c2f623ce34f,2024-06-30,1,128520.92,36.84,16273.67,17.461,36,3-5y,20.02,south,A
ln_6ce16ae93164,2024-06-30,0,63938.13,12.64,18127.16,8.781,36,3-5y,15.61,east,A
ln_de0d25fa5491,2024-06-30,0,129727.79,7.14,14326.95,9.536,36,5-10y,12.58,north,B
ln_1158b14a3d17,2024-06-30,0,46859.05,29.75,8722.72,16.128,60,10y+,21.2,west,A
ln_1a9f8451674f,2024-06-30,0,70836.13,6.56,24145.93,8.635,36,5-10y,15.48,north,B
ln_bfce40512ad2,2024-06-30,0,40865.71,33.8,11442.6,15.426,60,10y+,34.76,west,B
ln_a948f2905588,2024-06-30,0,45263.39,21.18,22693.39,13.783,36,<1y,1.78,west,B
ln_60aac771b612,2024-06-30,1,43464.57,27.33,7110.39,13.642,36,<1y,9.0,south,A
ln_b14dc74f3302,2024-06-30,0,51971.71,35.54,21962.62,17.664,36,5-10y,8.5,south,B
ln_f53b58f48dc6,2024-06-30,1,41070.48,25.19,6881.51,15.501,60,1-3y,13.9,north,B
ln_70924093eb91,2024-06-30,0,70570.62,15.34,16970.39,15.447,60,<1y,7.17,east,A
ln_205b0f412448,2024-06-30,0,107766.09,23.35,26399.03,17.699,36,<1y,8.4,north,B
ln_81a73067ffbe,2024-06-30,0,120739.63,28.72,24323.47,10.75,36,1-3y,12.32,south,B
ln_cbfe3848d921,2024-06-30,1,35295.99,42.16,15561.4,19.647,36,10y+,13.47,east,A
ln_f5925c110eb6,2024-06-30,0,26520.68,21.73,8799.32,14.194,60,<1y,14.85,north,A
ln_a9dfea136889,2024-06-30,0,61750.74,12.95,14069.27,9.955,36,3-5y,10.41,south,A
ln_43779747efee,2024-06-30,0,58631.25,3.21,11505.15,9.213,60,3-5y,8.42,west,B
ln_97a6b9695483,2024-06-30,0,59611.57,16.92,10184.43,13.088,60,<1y,10.66,west,B
ln_32e0170608af,2024-06-30,0,61151.28,21.13,44047.38,12.885,60,3-5y,17.29,west,A
ln_59286ce3f575,2024-06-30,0,32143.4,14.35,9982.29,6.459,36,1-3y,13.49,south,A
ln_f269a3f537b0,2024-06-30,0,42829.76,32.78,58093.74,13.398,36,10y+,13.5,east,B
ln_bc58281a0e11,2024-06-30,0,31309.24,28.38,14434.6,15.472,36,3-5y,9.2,east,B
ln_6c1cd66786f2,2024-06-30,1,63220.97,21.73,7348.6,13.809,36,5-10y,7.26,north,B
ln_490d1536a0c6,2024-06-30,0,87069.8,16.55,10744.2,9.899,36,1-3y,11.32,west,B
ln_22071fd03d8c,2024-06-30,0,51324.48,31.56,8256.41,16.378,36,3-5y,14.59,east,A
ln_0a33663411da,2024-06-30,1,83150.27,30.88,6200.48,15.091,36,5-10y,19.72,north,B
ln_a0ce2f414d20,2024-06-30,0,63018.86,17.68,15251.05,13.473,36,5-10y,9.68,north,A
ln_94842d8497e6,2024-06-30,0,59933.21,15.91,18660.7,11.32,36,3-5y,17.34,west,A
ln_ff61a8cef851,2024-06-30,1,43053.66,36.63,9791.78,18.976,36,5-10y,14.38,west,B
ln_28fb8c275ae7,2024-06-30,1,52983.31,43.91,8064.84,17.483,36,3-5y,14.31,south,A
ln_4bb34975b4f9,2024-06-30,0,44039.27,23.12,9327.84,12.272,60,10y+,18.3,east,A
ln_674a88f0cebc,2024-06-30,1,34180.67,27.23,8907.59,13.314,36,1-3y,11.11,east,B
ln_ca6409241a81,2024-06-30,0,90982.96,24.5,9318.13,14.168,36,1-3y,9.72,east,B
ln_e6a773ee183c,2024-06-30,0,96030.42,23.04,23187.21,11.667,36,5-10y,21.64,north,B
ln_1545d5f6afba,2024-06-30,1,40982.93,19.09,3683.84,13.429,36,<1y,7.66,west,B
ln_d87263986ce8,2024-06-30,0,89242.42,26.05,14772.13,16.757,60,1-3y,6.21,west,A
ln_821cd153df9c,2024-06-30,0,112805.82,22.48,7705.36,8.512,36,5-10y,21.35,south,A
ln_5406cc52df8c,2024-06-30,0,103299.75,24.51,10007.34,15.29,36,<1y,9.56,west,B
ln_c26da1787348,2024-06-30,0,33593.73,22.7,12323.36,12.223,36,10y+,18.86,north,A
ln_f762b487c11c,2024-06-30,0,82714.26,26.85,28884.43,15.515,36,1-3y,9.89,north,A
ln_a2c80909d3be,2024-06-30,0,57928.83,18.18,10949.97,12.102,36,10y+,15.62,north,A
ln_0a5fb1f22534,2024-06-30,0,52482.15,15.29,11721.27,14.568,36,10y+,14.19,west,A
ln_ab35950d1b63,2024-06-30,1,46908.9,28.14,13977.28,14.075,60,10y+,16.85,east,A
ln_db2232ae09b4,2024-06-30,0,60627.25,26.5,4081.91,16.697,60,1-3y,10.33,north,A
ln_3e6081414039,2024-06-30,0,53028.83,21.81,22859.1,15.096,60,5-10y,8.78,west,A
ln_787a8cbf8df0,2024-06-30,1,66813.5,19.27,11274.62,14.213,60,3-5y,8.81,east,B
ln_d74fece8e415,2024-06-30,0,109656.38,34.7,11081.94,16.686,36,1-3y,12.99,north,A
ln_c855e1f0c967,2024-06-30,0,27867.87,16.37,6687.76,7.837,36,3-5y,21.47,west,B
ln_3d33a735cb9b,2024-06-30,0,27963.78,19.01,14737.51,10.878,36,1-3y,4.41,north,A
ln_8284c9706377,2024-06-30,0,68728.18,10.01,31206.27,12.816,36,1-3y,9.84,west,B
ln_57a3e011de14,2024-06-30,0,51445.96,14.67,16298.14,10.384,36,3-5y,9.49,east,B
ln_cc1c0bdedceb,2024-06-30,0,72875.44,25.47,6344.01,14.927,36,1-3y,8.17,west,B
ln_35751bb19a29,2024-06-30,0,87758.84,25.81,21198.78,15.134,36,1-3y,7.81,north,B
ln_ab6583142684,2024-06-30,0,62687.74,30.04,19502.33,12.905,36,1-3y,10.31,west,A
ln_e4578d8abece,2024-06-30,0,59718.27,30.36,8430.57,16.183,60,1-3y,17.28,north,B
ln_7d5685b0f8f5,2024-06-30,0,34905.0,26.03,41790.95,13.648,36,1-3y,14.31,north,A
ln_7bc44801aa5e,2024-06-30,0,38256.02,24.64,6664.41,14.849,36,3-5y,13.49,east,A
ln_da051e1ee138,2024-06-30,0,56044.33,25.98,11370.55,8.237,36,10y+,10.33,south,A
ln_6294fbf25f2c,2024-06-30,0,65146.23,9.96,18042.75,7.887,36,10y+,13.34,west,A
ln_9c67228adbb9,2024-06-30,0,59137.42,21.01,37510.15,17.945,36,<1y,7.91,south,A
ln_04ebf7f1052a,2024-06-30,0,84476.67,30.3,17302.67,16.695,36,10y+,13.44,east,A
ln_8edac5af5202,2024-06-30,1,52948.68,36.76,8014.67,20.221,36,<1y,1.86,north,B
ln_a1ba11986b4c,2024-06-30,0,43819.16,34.02,16556.55,16.403,36,<1y,4.87,west,A
ln_12d3c4b033d0,2024-06-30,0,31861.97,25.74,34482.61,14.239,60,1-3y,13.68,south,A
ln_aa938fff9ce0,2024-06-30,0,113070.47,27.87,75512.26,13.045,36,10y+,17.03,south,A
ln_08bff2048e5c,2024-06-30,0,124682.85,21.83,9072.73,11.576,36,10y+,14.66,north,B
ln_240ac5abf82d,2024-06-30,0,63925.62,28.96,13154.63,17.217,60,10y+,10.67,west,A
ln_b44ccf04b09c,2024-06-30,0,54249.48,12.08,21745.4,5.526,36,10y+,22.74,south,A
ln_9738957ab610,2024-06-30,0,40107.02,19.62,13670.4,13.068,36,3-5y,11.21,north,B
ln_6ff68e05b9f1,2024-06-30,0,44518.25,28.54,39761.6,14.497,36,1-3y,5.45,north,A
ln_79e882338dfe,2024-06-30,1,57538.14,33.75,13325.19,13.04,36,1-3y,8.76,east,A
ln_e26e49c39c66,2024-06-30,0,31150.17,33.41,16068.01,16.77,36,<1y,21.67,south,A
ln_3a16bbd58972,2024-06-30,0,107653.07,18.65,13214.43,8.85,60,1-3y,12.84,west,A
ln_2674da2b5eda,2024-06-30,0,49486.1,20.17,4677.41,16.126,60,1-3y,6.03,north,B
ln_6a0643d00262,2024-06-30,1,66232.23,19.17,22253.46,12.66,36,1-3y,5.7,west,B
ln_1d7b69e7b781,2024-06-30,0,71280.9,17.91,23504.08,10.648,36,<1y,13.5,east,B
ln_21118616c767,2024-06-30,0,128003.47,18.38,8937.45,13.439,36,5-10y,13.34,south,B
ln_45e3f97aa2cf,2024-06-30,0,41557.17,22.86,10902.62,11.87,36,5-10y,11.45,south,B
ln_d3cdd16013ae,2024-06-30,0,52278.06,17.91,11868.24,15.933,36,5-10y,11.83,south,A
ln_401e3223d22a,2024-06-30,0,80153.23,31.32,8967.22,11.745,36,5-10y,17.3,south,A
ln_98de8089c131,2024-06-30,0,177018.92,17.04,37173.76,6.682,36,1-3y,21.79,south,A
ln_38cb751dbad7,2024-06-30,0,53622.78,18.8,14105.08,13.599,36,1-3y,7.84,east,B
ln_6af9475d26e1,2024-06-30,0,65870.74,18.61,21881.14,10.488,36,5-10y,12.46,south,B
ln_fde4c1fc898c,2024-06-30,1,55169.51,28.16,16977.23,15.445,36,10y+,7.91,north,A
ln_f9c775fb3d98,2024-06-30,1,31538.0,31.23,5301.48,17.764,60,3-5y,8.7,west,A
ln_33eeb4142f07,2024-06-30,0,45291.52,32.53,13205.59,13.596,36,3-5y,13.74,south,A
ln_fa5662c68b2e,2024-06-30,0,35499.97,16.17,24681.33,12.859,36,3-5y,3.63,north,B
ln_f8c111d7a8d3,2024-06-30,0,29426.24,0.5,20750.98,7.215,36,5-10y,9.25,east,A
ln_1b61b76a8fde,2024-06-30,1,68306.03,42.35,14158.01,17.846,60,3-5y,18.1,west,A
ln_22d2cd7df89e,2024-06-30,0,68775.36,21.89,7559.81,13.426,36,1-3y,10.79,east,A
ln_3c60e71f79d4,2024-06-30,0,58845.52,19.22,12936.57,12.343,36,10y+,12.64,north,B
ln_9332b00855b3,2024-06-30,0,52518.15,8.83,10363.81,9.864,36,1-3y,5.59,east,B
ln_81a886df833b,2024-06-30,0,83944.78,28.99,12689.28,17.229,36,1-3y,10.01,south,A
ln_a18bde33ce79,2024-06-30,0,72782.74,34.78,10165.57,17.223,36,1-3y,4.97,south,B
ln_e17966029c7b,2024-06-30,1,54798.2,31.52,7237.12,16.813,60,3-5y,14.81,north,A
ln_ea8320e23fa3,2024-06-30,1,48863.06,32.75,16816.68,16.471,60,5-10y,11.81,west,A
ln_b1153b1f00b9,2024-06-30,0,76466.61,28.05,13167.96,13.47,36,10y+,18.72,east,A
ln_74d0ae75cbe5,2024-06-30,0,73625.59,29.53,23144.07,20.191,60,5-10y,10.74,east,B
ln_3577d38729af,2024-06-30,0,102449.98,27.98,14647.25,18.17,60,3-5y,8.3,west,B
ln_7f5d3c344512,2024-06-30,1,34301.77,25.03,10882.67,16.899,60,1-3y,8.67,east,B
ln_e5fe6d930462,2024-06-30,0,123230.3,16.64,16099.9,11.651,60,3-5y,19.27,west,A
ln_fc5230b6c624,2024-06-30,0,61649.92,9.39,15153.88,6.124,36,10y+,26.47,south,A
ln_6b83487827e2,2024-06-30,0,19780.08,19.4,14617.27,8.778,36,10y+,11.38,west,A
ln_aff8c442c19e,2024-06-30,0,61560.56,8.32,12938.33,14.063,60,5-10y,11.62,south,A
ln_fc237a10f27a,2024-06-30,0,96968.25,28.24,9824.81,14.847,36,3-5y,6.04,north,A
ln_0e49c553381f,2024-06-30,0,66984.44,29.41,18741.51,17.511,60,1-3y,12.59,east,A
ln_7165b12a3ec5,2024-06-30,1,49034.3,23.57,13798.32,13.829,36,<1y,11.97,east,A
ln_17e06f648203,2024-06-30,0,27089.37,23.46,15100.5,14.282,36,5-10y,11.99,north,B
ln_5150c8760c27,2024-06-30,0,65330.45,12.89,44408.76,9.189,36,<1y,12.58,east,B
ln_47b4d42550bb,2024-06-30,1,32945.83,31.18,43610.93,14.083,36,<1y,12.21,north,B
ln_8767839cbe59,2024-06-30,0,29427.63,33.31,10497.7,15.154,36,10y+,13.13,east,B
ln_54ab5ee4840d,2024-06-30,0,61933.81,44.27,7771.36,20.264,36,1-3y,14.33,north,A
ln_c158a3a8af22,2024-06-30,1,31830.64,15.28,14764.79,9.07,36,1-3y,10.18,south,B
ln_6f43eaede4f1,2024-06-30,0,55311.36,11.47,7128.46,9.539,60,<1y,11.35,west,B
ln_77e95c1ea236,2024-06-30,0,54595.5,25.61,30817.47,12.321,60,1-3y,5.4,east,A
ln_224b6c88b0b3,2024-06-30,0,47349.89,17.78,11381.13,12.804,36,1-3y,11.44,north,A
ln_a0ee29ddfd0f,2024-06-30,0,57001.37,16.81,15151.79,14.099,60,<1y,7.0,west,B
ln_7536467b7f5c,2024-06-30,0,30997.2,11.53,8479.48,5.529,36,5-10y,18.04,east,A
ln_a25d4b68b762,2024-06-30,0,61800.01,31.3,13267.25,14.499,60,10y+,14.56,north,A
ln_df502725dcd3,2024-06-30,0,76646.24,17.63,12938.22,10.7,36,5-10y,12.89,south,B
ln_da845c3096ee,2024-06-30,0,45104.75,35.56,20234.64,17.914,36,10y+,16.43,west,A
ln_db5a1491cf6b,2024-06-30,0,46959.76,4.59,9673.9,5.87,36,5-10y,13.82,south,B
ln_81f372b7bf6b,2024-06-30,0,80768.97,21.96,16865.87,10.989,36,3-5y,21.58,east,B
ln_8936f16cf22d,2024-06-30,0,69919.0,7.15,31776.03,8.307,36,3-5y,8.76,west,A
ln_36efe7982387,2024-06-30,0,88298.74,31.88,19128.14,20.013,36,5-10y,8.46,west,B
ln_53bcc6d87be7,2024-06-30,0,51555.12,34.21,17207.71,19.042,60,5-10y,10.75,west,B
ln_530da3f621fe,2024-06-30,0,21796.93,26.28,20902.56,16.03,36,3-5y,5.94,west,A
ln_560b31db576b,2024-06-30,1,41729.26,34.1,42733.99,15.426,60,1-3y,10.84,west,A
ln_fa63e1da09f6,2024-06-30,0,131646.54,15.99,10670.14,10.225,36,10y+,16.82,north,A
ln_1eb3907c0012,2024-06-30,0,89538.41,12.85,9993.56,11.519,36,10y+,12.58,west,A
ln_c24b94b77e14,2024-06-30,0,79801.72,12.82,25700.55,10.383,36,1-3y,10.29,east,A
ln_5ef8af8095c2,2024-06-30,0,104836.39,25.1,56433.64,9.525,36,5-10y,12.01,west,A
ln_3034eb9014d2,2024-06-30,0,48122.82,14.39,15439.61,9.541,36,1-3y,20.52,west,B
ln_425ec3cbf7a0,2024-06-30,0,86921.9,23.1,12174.33,12.542,60,<1y,14.51,north,A
ln_b7d14e66d4eb,2024-06-30,0,82829.38,34.32,34570.0,15.473,36,1-3y,5.93,south,B
ln_a2d609f9b12c,2024-06-30,0,114623.27,21.51,17322.75,12.641,36,3-5y,12.17,east,A
ln_91912996194c,2024-06-30,0,56343.48,25.14,16622.66,13.703,36,1-3y,9.86,east,A
ln_e69043795a09,2024-06-30,0,138727.44,18.02,45641.74,13.264,60,<1y,10.1,west,B
ln_fa5b7a2ccfee,2024-06-30,0,61872.89,7.15,18271.99,6.833,60,1-3y,14.09,east,A
ln_ff9378b2524b,2024-06-30,0,68395.78,30.09,10174.32,18.75,60,1-3y,15.85,west,A
ln_739e231c94f4,2024-06-30,1,36866.34,25.14,14361.13,11.766,36,1-3y,7.03,east,A
