loan_id,as_of_date,default_flag,annual_income,debt_to_income,loan_amount,interest_rate,term_months,employment_length,credit_history_length,region,fairness_group
ln_fbdbeb93883c,2024-09-30,0,39150.85,25.27,16311.19,16.504,36,<1y,14.94,north,A
ln_7f5ee8f51f31,2024-09-30,0,42528.37,32.82,23928.47,17.971,36,1-3y,19.76,north,A
ln_0c9054e8351d,2024-09-30,0,33945.24,21.8,17608.09,14.556,36,<1y,18.47,north,A
ln_e99e0312d209,2024-09-30,1,85626.25,32.84,14863.42,19.272,60,<1y,5.27,north,B
ln_46347bf31816,2024-09-30,1,85406.6,20.84,20992.49,18.72,36,1-3y,7.92,south,B
ln_9e362c851c87,2024-09-30,1,22259.52,32.87,12361.84,20.478,36,1-3y,9.05,south,A
ln_4f4abdfb8cf4,2024-09-30,0,92613.57,30.08,10465.03,19.95,36,10y+,13.34,west,B
ln_ad532a30d3b3,2024-09-30,0,107204.63,21.27,23240.05,14.585,36,3-5y,6.63,east,A
ln_8bd869efcd34,2024-09-30,1,31066.97,21.01,11402.63,16.273,36,<1y,14.33,east,B
ln_94da07247d03,2024-09-30,0,39451.8,31.21,16746.8,18.914,36,<1y,15.22,west,A
ln_b726eb66fced,2024-09-30,1,40234.47,42.68,16010.18,21.694,36,1-3y,12.71,west,A
ln_f87c68557e97,2024-09-30,0,43074.26,14.53,2942.74,14.403,36,<1y,6.11,west,A
ln_cc8f193d8cb5,2024-09-30,0,44048.04,35.86,17758.47,17.069,36,3-5y,8.29,north,B
ln_d0e5c3746338,2024-09-30,0,66032.36,36.61,8344.66,18.383,36,1-3y,11.48,west,A
ln_e552d0c5c27f,2024-09-30,1,36423.43,31.5,34612.77,20.742,36,1-3y,14.13,south,A
ln_930b48ea36a0,2024-09-30,0,37999.52,23.45,14750.55,18.372,60,5-10y,18.96,east,A
ln_3f7bf0fc0209,2024-09-30,0,113954.43,31.26,31015.02,13.475,36,<1y,12.23,west,A
ln_8717b107bd4a,2024-09-30,0,77395.82,31.28,23122.72,17.481,36,5-10y,8.06,south,A
ln_5ad742348121,2024-09-30,0,78866.0,37.24,5778.43,21.998,36,1-3y,9.14,south,A
ln_af34a40bc63f,2024-09-30,0,50587.93,25.36,40736.72,18.302,60,3-5y,6.19,west,A
ln_ae3646832e20,2024-09-30,1,40567.33,31.99,10325.35,21.895,36,1-3y,12.8,west,B
ln_feb7a870db69,2024-09-30,0,50280.4,21.87,13850.14,14.185,60,<1y,16.52,west,A
ln_2d674fcf0e2e,2024-09-30,0,32759.56,29.61,10939.32,18.536,36,<1y,10.19,north,A
ln_644d41cc03f2,2024-09-30,0,65839.44,31.36,20833.45,17.06,36,<1y,13.89,north,A
ln_7b218eed12db,2024-09-30,0,77989.68,20.9,7865.8,13.986,36,3-5y,11.68,west,A
ln_828e4cf6e598,2024-09-30,0,46573.29,24.38,4223.94,15.929,36,1-3y,11.71,north,A
ln_e8de8bc80b84,2024-09-30,1,52904.01,24.5,30962.99,18.711,60,3-5y,12.58,west,A
ln_8ab49472ad34,2024-09-30,0,50390.8,25.43,13407.74,14.282,36,1-3y,11.65,south,B
ln_e36ced5a9022,2024-09-30,0,67285.31,21.42,14863.01,16.439,36,<1y,6.68,south,A
ln_4b6852cdea4c,2024-09-30,0,42316.73,32.95,39569.9,18.754,60,10y+,28.24,west,A
ln_2c84ec6b30c7,2024-09-30,0,32471.09,29.21,6232.77,16.73,36,3-5y,14.21,north,B
ln_ee73485c754d,2024-09-30,0,22925.25,17.33,8710.11,14.444,36,10y+,19.16,north,A
ln_5707ba06ba60,2024-09-30,0,67812.23,33.83,7250.43,20.754,36,5-10y,10.4,west,B
ln_07f0af7f780f,2024-09-30,0,62341.76,12.82,18956.09,15.565,60,5-10y,20.64,south,A
ln_0b5a79a05f90,2024-09-30,0,54572.6,32.59,21150.57,22.531,60,<1y,5.54,west,A
ln_d51ba46c6183,2024-09-30,0,73349.16,27.6,10359.99,17.723,60,10y+,15.39,south,A
ln_6017d3cbe4ff,2024-09-30,0,93917.29,22.83,51331.08,16.064,36,3-5y,10.5,south,A
ln_8ab8b5c0d62e,2024-09-30,1,31065.25,37.15,34994.61,18.283,36,<1y,12.21,south,A
ln_14531cb49ba7,2024-09-30,0,16500.3,28.35,40246.64,16.702,36,1-3y,18.7,east,A
ln_560db6317a6c,2024-09-30,1,44279.71,33.66,5218.5,14.999,36,<1y,18.47,south,A
ln_b2e63f519e21,2024-09-30,1,28754.14,27.89,34672.21,15.344,36,<1y,13.9,west,B
ln_0b05b9825e38,2024-09-30,1,20636.64,37.92,18995.73,18.722,36,5-10y,11.75,north,B
ln_62b6a451de8e,2024-09-30,0,68623.44,25.61,14980.73,18.837,36,<1y,12.24,east,A
ln_780af905427b,2024-09-30,1,39737.81,33.97,12445.48,19.676,36,<1y,8.83,east,B
ln_9cca410c8fff,2024-09-30,0,105679.98,28.56,21868.63,16.096,36,3-5y,15.04,south,B
ln_b50c78d9808e,2024-09-30,1,47606.62,41.61,17528.04,28.84,60,<1y,4.83,north,A
ln_3fcb38323535,2024-09-30,1,46626.52,43.88,15253.42,18.2,36,5-10y,14.59,east,B
ln_cfc389cceeb3,2024-09-30,1,52569.07,27.58,16056.75,17.072,36,1-3y,9.24,west,A
ln_87f96ce433cb,2024-09-30,1,41091.51,43.52,25404.75,19.47,36,1-3y,9.68,north,A
ln_c89f566db4d6,2024-09-30,0,48406.14,30.27,4319.34,19.178,36,1-3y,13.36,north,A
ln_8f59a9f0ca00,2024-09-30,0,39142.74,25.7,12314.44,15.763,36,3-5y,12.74,west,B
ln_697b1a46b5ce,2024-09-30,0,118099.82,16.11,13169.61,11.097,36,10y+,20.22,west,A
ln_e1f7b410ccc6,2024-09-30,1,95772.0,36.05,8975.34,23.661,60,1-3y,9.33,south,A
ln_b8b37982870d,2024-09-30,0,135270.45,37.76,26491.79,20.708,60,<1y,10.77,north,A
ln_3c443031fe8a,2024-09-30,0,53330.89,22.69,7186.44,15.451,36,1-3y,9.52,west,B
ln_4e278cfe5e91,2024-09-30,1,61567.39,32.53,32152.9,21.077,36,5-10y,11.03,south,B
ln_c5b8a94f92d6,2024-09-30,1,41313.87,51.67,9611.14,24.133,36,<1y,7.45,north,A
ln_a02824a14951,2024-09-30,1,76611.14,36.8,10915.66,17.223,36,<1y,17.66,north,A
ln_7ae2bf81694f,2024-09-30,0,36332.3,46.12,13707.57,23.634,36,10y+,14.09,south,B
ln_985f3cfe3ae0,2024-09-30,0,63360.12,28.73,6989.96,18.099,36,<1y,12.25,south,A
ln_6457b4365ed7,2024-09-30,1,29006.61,40.59,18202.92,23.696,60,1-3y,7.63,east,A
ln_c805d331940f,2024-09-30,1,97266.25,33.94,29702.76,17.685,36,<1y,20.55,west,A
ln_680dc35ebd2e,2024-09-30,1,48673.9,18.05,5802.22,16.924,36,3-5y,12.04,south,A
ln_65b40b714a46,2024-09-30,1,26629.42,32.64,9228.85,22.247,60,<1y,5.53,west,B
ln_59db8404a28e,2024-09-30,1,32683.04,31.88,20038.33,20.981,36,1-3y,14.07,west,B
ln_c37c65095cd1,2024-09-30,0,50568.36,24.16,11328.13,16.828,36,<1y,6.42,south,A
ln_e30c00bcfee9,2024-09-30,0,35065.07,34.09,11985.0,19.954,36,1-3y,7.45,west,B
ln_c5e8f6afd634,2024-09-30,0,55503.22,45.76,22048.47,21.091,36,5-10y,18.68,south,B
ln_96f12a8ac7b8,2024-09-30,1,187831.21,34.66,13323.65,17.42,36,<1y,7.07,west,A
ln_06e881a59552,2024-09-30,0,26930.09,18.73,11578.18,16.338,36,1-3y,13.86,west,A
ln_b6303e2cc4a6,2024-09-30,1,36856.99,22.69,20992.37,15.276,36,1-3y,8.28,west,A
ln_24623622c809,2024-09-30,0,73373.72,27.65,12876.78,20.29,36,1-3y,8.76,north,A
ln_1b2b99c72db0,2024-09-30,0,34868.4,31.1,2998.11,15.682,36,10y+,18.65,east,B
ln_cd271971110d,2024-09-30,1,61680.4,32.6,7030.38,15.713,36,<1y,11.64,east,B
ln_b8af61fa5cfc,2024-09-30,0,30217.76,35.49,16259.29,17.741,36,5-10y,20.46,west,A
ln_77b805e3ec81,2024-09-30,0,24216.93,49.62,10327.46,26.159,36,1-3y,10.94,west,A
ln_bfa022701477,2024-09-30,0,64063.16,27.2,12305.48,19.493,36,10y+,14.37,east,A
ln_5453ebc2e35d,2024-09-30,0,48684.06,28.37,7309.1,19.453,36,<1y,8.56,east,A
ln_76a3ddd59c36,2024-09-30,0,37548.29,35.18,6690.79,16.984,36,10y+,18.85,west,A
ln_58a2e431470e,2024-09-30,1,86319.87,22.29,9294.21,16.222,60,1-3y,7.75,east,B
ln_b1068faa8f52,2024-09-30,1,52111.83,32.96,24117.01,17.346,36,3-5y,11.76,north,B
ln_ad10508ae148,2024-09-30,0,57199.14,22.96,13972.85,16.204,36,1-3y,6.98,south,A
ln_c3adc0ca3c57,2024-09-30,0,54883.29,28.29,13563.89,16.17,36,5-10y,15.2,south,B
ln_78dede74926c,2024-09-30,1,40378.99,26.2,7435.11,15.376,36,1-3y,6.4,west,A
ln_14c5244ea217,2024-09-30,0,108165.87,32.25,8180.55,21.756,36,<1y,5.93,west,A
ln_c1a1a7936e01,2024-09-30,1,42717.63,43.61,46480.32,22.464,36,1-3y,16.86,west,B
ln_f74c52ed0326,2024-09-30,1,19761.25,34.1,27775.11,22.372,36,3-5y,6.75,east,B
ln_207e09333de9,2024-09-30,0,50694.5,20.97,8144.99,16.202,36,<1y,8.31,south,B
ln_2dce3c5dde61,2024-09-30,0,30809.95,27.82,18353.62,16.21,36,3-5y,15.83,south,B
ln_380e62f2a1ab,2024-09-30,1,105678.29,38.46,19913.45,21.697,36,<1y,13.93,south,A
ln_e4d06679b7a8,2024-09-30,0,67896.73,26.68,9380.14,13.03,36,<1y,12.42,north,A
ln_0c28765942d6,2024-09-30,1,21162.71,31.35,17197.57,20.279,60,1-3y,11.83,west,A
ln_caef64bba4f8,2024-09-30,0,110706.52,33.09,13723.3,22.103,60,3-5y,14.55,west,A
ln_f10a8f82c3bf,2024-09-30,0,82255.62,25.14,13075.04,15.71,36,3-5y,9.47,west,A
ln_f360ca38493c,2024-09-30,0,28117.62,23.57,14497.73,14.427,36,1-3y,11.09,west,B
ln_a1468e329579,2024-09-30,1,20422.3,37.01,10709.53,24.205,36,1-3y,11.46,south,B
ln_c6c3b5bceaf5,2024-09-30,1,40299.67,27.81,30079.69,16.981,60,3-5y,11.31,east,A
ln_d779f17ae489,2024-09-30,1,49867.0,29.42,36191.39,20.407,36,1-3y,7.67,east,A
ln_36ffbb708b79,2024-09-30,1,36385.0,41.43,11318.91,19.301,36,3-5y,18.04,east,A
ln_1e62f4c7089e,2024-09-30,0,37987.42,22.26,6534.27,16.151,60,1-3y,12.15,west,A
ln_adb7c1828f24,2024-09-30,1,102201.6,24.3,9180.27,14.598,36,<1y,5.35,west,B
ln_81943d0f078e,2024-09-30,1,64682.24,51.69,12903.59,23.781,36,<1y,6.79,south,B
ln_68505f3bc737,2024-09-30,0,30023.31,28.44,22121.1,15.504,60,3-5y,18.15,west,B
ln_2f46918e95b7,2024-09-30,0,75102.01,18.68,12675.52,14.199,36,3-5y,16.25,west,A
ln_155eca2c9aa0,2024-09-30,1,25925.41,24.47,21717.13,16.155,36,<1y,7.26,east,B
ln_273d41c204a5,2024-09-30,0,40515.91,37.56,10478.89,23.408,60,1-3y,16.18,east,B
ln_16cf2caa0e4b,2024-09-30,1,62351.53,26.21,32209.83,16.255,60,<1y,14.2,east,A
ln_dda240e77947,2024-09-30,0,75740.4,29.02,12646.37,17.811,36,<1y,4.93,south,A
ln_8749036045ca,2024-09-30,0,65272.64,33.22,5539.15,18.118,36,3-5y,10.68,east,B
ln_6a9ff3cd3999,2024-09-30,0,66985.39,21.25,7331.24,16.432,36,<1y,4.44,west,A
ln_2fd96a663c2f,2024-09-30,0,115403.29,17.49,12640.08,14.764,36,1-3y,11.89,east,B
ln_79c5b15d0736,2024-09-30,1,64312.01,42.62,11174.07,25.25,36,1-3y,8.59,north,A
ln_7720bc1ba975,2024-09-30,1,43769.38,27.83,26773.56,18.539,36,1-3y,6.86,east,B
ln_bb2d0a079abe,2024-09-30,1,45345.09,27.74,10491.88,18.918,36,<1y,5.29,north,B
ln_cbc4dabed1df,2024-09-30,0,43117.34,42.2,24660.63,18.79,36,10y+,19.68,south,A
ln_80c5ca95d1ac,2024-09-30,0,51743.02,25.55,22106.38,17.533,60,5-10y,14.63,east,A
ln_36450a283f40,2024-09-30,1,55715.63,39.16,34103.76,23.407,36,<1y,12.32,north,A
ln_fc85378c3969,2024-09-30,1,104816.77,24.06,11736.41,19.136,60,3-5y,12.26,west,A
ln_f275f9727dc1,2024-09-30,1,48807.75,21.46,10738.01,16.668,60,3-5y,19.71,west,A
ln_6cf4c7330554,2024-09-30,1,38487.52,23.48,18155.11,13.049,36,<1y,13.09,south,B
ln_47472843e0b2,2024-09-30,0,45171.92,33.36,8088.71,21.502,36,<1y,9.36,east,A
ln_64433a9732ce,2024-09-30,0,49291.9,36.02,8665.97,25.074,36,1-3y,15.36,west,A
ln_4c1bf531b168,2024-09-30,1,43302.14,30.74,17162.02,21.957,60,3-5y,10.45,north,B
ln_adead58ac815,2024-09-30,1,53208.85,36.4,24928.58,19.269,36,10y+,13.49,west,A
ln_99d979780eea,2024-09-30,0,64153.84,16.91,11628.32,11.518,36,<1y,19.15,east,A
ln_0f35cda249d8,2024-09-30,0,93910.85,29.99,21682.62,18.759,36,1-3y,14.12,east,B
ln_796a5e91c650,2024-09-30,0,40576.83,26.11,20652.83,22.3,36,<1y,7.51,south,B
ln_0af7479b2cd7,2024-09-30,0,48646.53,33.01,5682.78,18.037,36,10y+,17.32,east,A
ln_6889447f4fd8,2024-09-30,1,44423.11,32.05,20284.8,19.076,36,5-10y,13.67,east,A
ln_6af1bcaec6e8,2024-09-30,0,113135.28,28.19,10173.38,13.777,36,<1y,9.48,west,B
ln_c21bea0ff891,2024-09-30,0,80977.55,30.32,19655.43,15.638,36,3-5y,9.79,west,B
ln_e000c7a37ad1,2024-09-30,0,74154.17,19.38,10550.05,19.715,36,<1y,5.86,north,A
ln_aa2974369508,2024-09-30,0,64111.15,29.05,22207.44,19.989,36,10y+,12.12,west,B
ln_9030c4d82c56,2024-09-30,0,43003.72,28.26,7178.13,17.696,36,3-5y,12.06,east,A
ln_9da2073d0186,2024-09-30,0,23100.11,34.06,5908.24,19.224,36,1-3y,15.17,west,A
ln_bff3c0f0fa43,2024-09-30,1,16651.4,27.45,22512.75,25.034,60,<1y,6.17,east,A
ln_fcc6a3df4ec2,2024-09-30,0,35920.27,25.02,23796.11,14.126,36,3-5y,11.97,north,A
ln_0fc130b5ae70,2024-09-30,1,74256.59,31.3,6230.99,14.775,36,<1y,10.7,west,A
ln_cc1b395b240a,2024-09-30,0,124821.68,31.16,8144.94,16.746,60,1-3y,8.02,east,B
ln_aab02a714555,2024-09-30,1,27678.56,31.44,7553.69,19.122,36,5-10y,8.25,east,B
ln_6eedfa63e65a,2024-09-30,1,35707.58,37.9,26272.14,26.022,36,1-3y,18.69,east,A
ln_6dd13b9ae9e8,2024-09-30,0,49186.71,31.77,18445.42,19.628,36,1-3y,17.57,north,A
ln_30002700630e,2024-09-30,0,59267.67,26.89,2383.68,17.464,36,3-5y,11.15,south,B
ln_013b4e82b0f0,2024-09-30,1,33889.24,36.42,5398.55,20.658,36,<1y,16.41,north,B
ln_4485c87a2b18,2024-09-30,1,33402.03,40.81,21280.86,19.425,60,3-5y,19.24,east,A
ln_2c91412ee3d3,2024-09-30,1,87681.83,26.14,15097.93,16.888,36,<1y,4.83,west,A
ln_e51d5e0ad6e1,2024-09-30,0,61088.63,28.81,8920.56,15.648,36,5-10y,11.92,north,A
ln_46c3aa36bd27,2024-09-30,1,61804.79,27.69,13402.21,22.049,60,1-3y,10.51,west,B
ln_a50f3b0d29ea,2024-09-30,0,62966.87,23.37,10827.44,18.418,60,1-3y,15.27,north,A
ln_a1565d7d44cd,2024-09-30,0,70077.55,28.11,14163.52,21.01,60,<1y,6.42,south,A
ln_c408ece2eaf3,2024-09-30,0,38465.75,10.64,10782.83,13.645,60,3-5y,14.35,south,B
ln_e40a5fa3be49,2024-09-30,1,57220.1,30.0,13617.77,18.322,36,3-5y,10.55,north,A
ln_cf6038077500,2024-09-30,1,84849.59,46.6,28908.59,23.296,36,1-3y,10.94,east,B
ln_e736b96da1a7,2024-09-30,1,55087.78,40.35,7309.83,18.301,36,1-3y,11.76,north,B
ln_3d440880f2a8,2024-09-30,1,50444.4,33.93,23390.25,20.439,36,1-3y,5.13,north,A
ln_5a6c765ecdf9,2024-09-30,1,28513.37,42.36,6728.36,19.803,36,<1y,12.47,east,B
ln_ce05026d4d83,2024-09-30,0,90786.63,32.21,20511.04,19.453,36,3-5y,17.65,west,A
ln_8638a0560cf1,2024-09-30,1,65729.66,52.87,16389.05,26.266,36,<1y,6.82,east,A
ln_77b57d5604e4,2024-09-30,0,32989.44,21.44,4941.84,14.963,36,1-3y,20.35,east,B
ln_7ee676a4110b,2024-09-30,1,69271.66,32.47,5879.96,19.776,36,10y+,14.86,west,B
ln_52d9b7973c9b,2024-09-30,0,62291.14,27.09,32672.33,16.495,36,1-3y,7.39,east,A
ln_2442c6d92ec9,2024-09-30,0,78144.26,27.51,20033.95,18.3,60,1-3y,17.74,south,A
ln_4b9f4f9be1b3,2024-09-30,0,80337.83,34.91,3769.77,18.05,60,1-3y,21.2,north,A
ln_5dbe1a9581d9,2024-09-30,0,54105.05,22.64,30717.03,16.48,36,1-3y,14.84,south,B
ln_dc355c9a3254,2024-09-30,0,46946.49,19.53,7965.44,12.183,36,1-3y,15.81,east,A
ln_5b6e5733a9f1,2024-09-30,0,45437.42,25.06,12809.29,14.058,36,<1y,10.63,east,A
ln_6e390a3dd4d1,2024-09-30,1,38831.39,38.2,13086.73,19.516,36,5-10y,11.6,east,A
ln_f538806f939b,2024-09-30,1,51400.67,24.68,22252.55,18.077,36,<1y,10.7,west,B
ln_7b5399029a41,2024-09-30,0,75503.24,28.51,15226.94,15.524,36,<1y,8.42,south,A
ln_7394b9123809,2024-09-30,0,54845.22,25.04,23649.9,14.05,36,3-5y,27.96,west,A
ln_8e4eaa0e1dbd,2024-09-30,0,72382.35,34.74,14094.66,22.222,60,<1y,7.47,east,A
ln_1a9bb5cbc988,2024-09-30,0,42008.24,26.4,12681.5,15.917,36,1-3y,7.54,north,B
ln_5471d17e8d64,2024-09-30,1,59267.08,29.64,13012.61,18.274,36,3-5y,13.71,west,A
ln_b606d74d8fba,2024-09-30,0,42762.9,29.54,3386.41,20.283,60,<1y,6.13,west,B
ln_ccb7d6f2e675,2024-09-30,0,42934.63,27.88,6919.88,20.334,36,<1y,7.55,east,A
ln_d9c1d55183fe,2024-09-30,1,33872.69,35.03,10034.76,21.985,36,<1y,6.54,south,A
ln_855f46fcaeb4,2024-09-30,1,61960.01,40.08,16276.82,25.418,60,10y+,10.03,north,A
ln_2393d742886b,2024-09-30,0,65053.29,36.51,12422.4,21.308,60,<1y,7.12,south,A
ln_b9b14ae30f82,2024-09-30,0,64673.66,35.37,13012.32,16.917,36,3-5y,16.6,west,A
ln_fc0074ec932a,2024-09-30,1,46966.83,16.67,4473.43,19.282,60,1-3y,14.45,west,B
ln_95b555c9c72e,2024-09-30,1,32189.16,43.28,10097.88,20.886,36,<1y,5.64,east,A
ln_132ea8969911,2024-09-30,1,21986.29,35.15,12541.51,15.851,36,5-10y,10.62,west,A
ln_b40e3e58c454,2024-09-30,0,80886.65,24.46,8545.93,16.417,36,3-5y,12.29,south,A
ln_3e713ba7729e,2024-09-30,1,74006.37,37.45,15001.46,23.209,36,<1y,5.72,north,A
ln_f4306ce9ea5e,2024-09-30,1,87567.4,42.03,14353.77,19.681,36,<1y,8.44,north,A
ln_080563503d4f,2024-09-30,0,121345.26,21.15,6421.26,15.629,36,1-3y,14.96,east,A
ln_6146666fd2bb,2024-09-30,0,103947.25,19.05,16507.75,12.561,36,1-3y,4.74,south,A
ln_2851397bc7d0,2024-09-30,1,40512.19,29.86,16532.7,18.374,60,<1y,9.88,south,A
ln_578b47b567e4,2024-09-30,0,31572.78,22.32,21078.01,14.101,60,<1y,18.26,north,A
ln_5f87b2f37ffe,2024-09-30,0,96024.26,21.96,26863.16,17.908,36,<1y,8.2,north,B
ln_d75973f37b49,2024-09-30,0,47689.86,28.62,9534.12,18.911,36,1-3y,13.72,north,A
ln_84dc8ee8543b,2024-09-30,1,78655.71,34.99,7346.8,25.285,36,<1y,7.8,south,A
ln_ae42093dc254,2024-09-30,0,34100.06,19.54,8071.08,13.215,36,10y+,14.07,east,A
ln_6003a7496bd7,2024-09-30,0,59205.98,25.72,47233.34,16.539,36,<1y,20.23,north,A
ln_25341b984e53,2024-09-30,0,57182.57,13.38,15962.97,11.764,60,<1y,7.23,north,B
ln_dc35354e8475,2024-09-30,0,117022.01,20.26,9717.48,12.018,36,1-3y,12.59,west,B
ln_6b9eb55055c0,2024-09-30,0,65455.4,29.93,15642.79,22.389,36,5-10y,10.99,east,A
ln_0e21c6ea44a8,2024-09-30,0,46739.6,25.71,13340.0,18.151,36,5-10y,15.16,east,B
ln_66e6ccc5e81f,2024-09-30,0,65431.86,42.84,14180.04,21.939,60,1-3y,17.13,west,A
ln_5dc7c8a900c5,2024-09-30,0,24784.45,26.3,8950.01,18.488,36,5-10y,20.55,east,A
ln_df254623a19d,2024-09-30,1,108213.22,18.92,12333.34,13.978,60,3-5y,12.99,north,A
ln_f72c43096c3f,2024-09-30,0,67580.84,35.57,16899.74,20.55,36,5-10y,14.28,south,B
ln_e48edb50df5d,2024-09-30,0,53648.53,20.49,9122.93,16.395,60,5-10y,15.53,north,A
ln_be041a757bd6,2024-09-30,1,59413.27,37.56,10333.98,21.824,36,1-3y,7.22,east,A
ln_c34cc089df06,2024-09-30,1,22422.94,21.24,23826.52,17.268,36,5-10y,10.24,east,A
ln_47ee0e7b79ab,2024-09-30,0,40481.44,27.51,37843.94,16.823,36,<1y,7.66,east,B
ln_9ce2d520892a,2024-09-30,0,78488.41,29.38,22478.65,19.069,36,3-5y,11.08,north,A
ln_97cb7de7ce0b,2024-09-30,1,43291.13,41.27,17403.77,20.649,60,<1y,8.78,south,A
ln_dae330f495ec,2024-09-30,0,44386.84,42.05,15185.72,15.026,36,1-3y,17.18,east,A
ln_51c36810b44a,2024-09-30,1,59835.99,29.36,27849.01,15.047,60,1-3y,15.8,north,B
ln_6a220545fa74,2024-09-30,1,32135.64,58.42,12090.17,26.631,36,1-3y,25.3,south,A
ln_74c695893802,2024-09-30,1,41782.54,35.72,13581.6,21.154,36,5-10y,10.25,west,B
ln_90b86f0667c0,2024-09-30,0,59534.05,23.16,13607.99,17.316,36,1-3y,15.26,south,A
ln_0666df43b8fb,2024-09-30,1,62356.28,34.0,35026.72,19.005,36,10y+,11.59,north,A
ln_bbdd9d406044,2024-09-30,1,43745.35,26.1,34301.0,13.417,36,1-3y,11.75,east,A
ln_3f567c7911cd,2024-09-30,0,59179.24,34.26,29364.15,18.61,36,<1y,8.78,west,B
ln_1d55ec7fc372,2024-09-30,1,37414.89,44.64,18124.28,20.642,36,3-5y,16.22,east,A
ln_4dab7032c3c9,2024-09-30,0,51903.97,18.72,22231.85,16.42,36,10y+,18.69,south,A
ln_691baa5c7de5,2024-09-30,1,65602.56,39.83,12004.62,18.771,36,1-3y,8.68,west,A
ln_7d098e014f86,2024-09-30,1,26638.86,37.35,13419.03,21.448,36,<1y,8.31,west,A
ln_451cc689ea54,2024-09-30,1,48092.14,42.27,12958.22,22.449,36,<1y,18.35,south,A
ln_cf41ef266bf8,2024-09-30,0,42712.46,26.7,35302.93,14.308,36,1-3y,13.32,north,A
ln_af0c84d0cfa5,2024-09-30,0,275773.19,25.48,10543.15,16.276,36,3-5y,13.65,north,A
